,name,number_reviews,rating,address,city
327,Palo Cortao,572,4.5,Carrer  Nou de la Ramba 146 Barcelona,Barcelona
328,Rasoterra,884,4.5,Carrer Palau 5 Barcelona,Barcelona
329,Accés,2710,4.5,Aribau 55  Barcelona,Barcelona
330,La Paradeta Sagrada Familia,4318,4.5,Passatge Simo 18  Barcelona,Barcelona
331,Tickets,2542,4.5,Av  del Parallel 164 Barcelona,Barcelona
332,Marisqueria Esthvan,228,4.5,Carrer de Palencia 45 Barcelona,Barcelona
333,Parking Pizza,338,4.0,Passeig de Sant Joan 56 Barcelona,Barcelona
334,Restaurante Hofmann,520,4.5,Carrer de La Granada del Penedes 14 Barcelona,Barcelona
335,Donizetti,629,4.5,Diputació 137  Barcelona,Barcelona
336,Rekons,614,4.5,Carrer  Comte D Urgell 32 Barcelona,Barcelona
337,Chivuo's Slow Street Food & Craft Beer,640,4.5,Carrer del Torrent de l Olla 175 Barcelona,Barcelona
338,Restaurante Leku,343,4.5,Carrer de Joan Guell 189 Barcelona,Barcelona
339,Restaurant Sergi de Meià,425,4.5,Carrer de Laforja 83 Barcelona,Barcelona
340,Chéri,1024,4.0,Enrique Granados 122 Barcelona,Barcelona
341,Usagui,233,4.5,Carrer  Santjoanistes 28  Barcelona,Barcelona
342,La Taberna Gallega,1156,3.5,24 Moll de Gregal  Barcelona,Barcelona
343,El Rebost d'Hostafrancs,207,4.5,Bejar 33 Barcelona,Barcelona
344,ElDiset,971,4.5,Carrer Antic de Sant Joan 3  Barcelona,Barcelona
345,Arepamundi,304,4.5,Carrer de la Marina 212  Barcelona,Barcelona
346,Restaurant Ají,320,4.5,Carrer Marina 19 21 Barcelona,Barcelona
347,Pizza Circus,716,4.5,Carrer Nou de la Rambla 40  Barcelona,Barcelona
348,Da Greco,1260,4.0,Carrer de Santa Teresa 10 Barcelona,Barcelona
349,La Mar Salada,1316,4.0,Pg Joan de Borbo 58 59 Barcelona,Barcelona
350,Jara Sushi  Take Away,236,5.0,Carrer De Pàdua 84 Barcelona,Barcelona
351,El Cangrejo Loco,1606,4.0,Moll De Gregal 29 30  Barcelona,Barcelona
352,Kibuka,910,4.0,Carrer  Goya 9 Barcelona,Barcelona
353,Mussol Casp,1350,4.0,Carrer Casp 19 Barcelona,Barcelona
354,Restaurante Addis Abeba,937,4.5,Carrer  de Vallespir 44 Barcelona,Barcelona
355,BEMBI,796,4.5,Consell De Cent 377  Barcelona,Barcelona
356,La Balmesina,234,4.0,Balmes 193  Barcelona,Barcelona
357,Kitsune Sushi Bar Gràcia,330,4.5,Carrer del Montseny 13  Barcelona,Barcelona
358,Flax & Kale Passage,571,4.5,Sant Pere Més Alt 31 33 Barcelona,Barcelona
359,La Tramoia,1439,3.5,Rambla de Catalunya 15 Barcelona,Barcelona
360,La Dolça Herminia,942,3.5,Magdalenas 27 Barcelona,Barcelona
361,Flamant,1181,3.5,Enrique Granados 23 Barcelona,Barcelona
362,Cachitos Rambla,1690,4.0,Rambla Catalunya 33 Barcelona,Barcelona
363,Tapas 2254,1076,4.5,Consell De Cent 335  Barcelona,Barcelona
364,Bacoa,889,4.5,Carrer del Judici 15 Barcelona,Barcelona
365,Lluis de les Moles,402,4.5,Carrer  De les Moles 25  Barcelona,Barcelona
366,Bar Restaurante Pinotxo,1198,4.5,Mercado De La Boquería 465 Barcelona,Barcelona
367,Can Fisher,1745,4.5,Avenida Litoral 64 Barcelona,Barcelona
368,El Raco de l'Aguir,240,4.5,Tamarit 117 Barcelona,Barcelona
369,We Love Italy,195,5.0,Carrer Del Bruc 162  Barcelona,Barcelona
370,Panam '75,420,4.5,Carrer Consell de Cent 281  Barcelona,Barcelona
371,Almalibre Açaí House Barcelona,100,5.0,Girona 118  Barcelona,Barcelona
372,El Trapío Restaurante,360,4.0,Esperança 25 Barcelona,Barcelona
373,La Clara Restaurant,560,4.0,Gran via de les corts Catalanes 442 Barcelona,Barcelona
374,Salsalada,1189,4.0,La Rambla 87 Barcelona,Barcelona
375,Carballeira,680,4.0,Carrer  Reina Cristina 3 Barcelona,Barcelona
376,El Japones del Tragaluz,582,4.0,Passatge de la Concepcio 2 Barcelona,Barcelona
377,The Sopa Boba,1011,4.5,Carrer del Bruc115 Barcelona,Barcelona
378,Caelis,1060,4.5,Via Laietana 49 Barcelona,Barcelona
379,La Terraza Miro,1070,4.5,Carrer De Tarragona 129 Barcelona,Barcelona
380,Informal,958,4.5,Carrer  de la Plata 4  Barcelona,Barcelona
381,La Llimona,317,4.5,Carrer De Constança 6 Barcelona,Barcelona
382,El Magraner Boig,268,4.5,Carrer  D en Robador 22 Barcelona,Barcelona
383,La Taberna de Sants,232,4.5,Carrer  Comtes de Belloc 97 Barcelona,Barcelona
384,Secrets Del Mediterrani,468,4.5,Passeig De Sant Joan 28 Barcelona,Barcelona
385,Raó Restaurant,1617,5.0,Carrer de les Sitges 3 Barcelona,Barcelona
386,L'Antica Pizzeria Da Michele BCN,514,3.5,Consell de Cent 336 Barcelona,Barcelona
387,Cafe Zurich,1329,3.5,Plaça Catalunya 1  Barcelona,Barcelona
388,Pim Pam Burger,684,4.0,Carrer del Sabateret 4  Barcelona,Barcelona
389,Flash Flash,546,3.5,La Granada del Penedés 25  Barcelona,Barcelona
390,Gelaaati Di Marco,1396,4.5,Llibreteria 7 Barcelona,Barcelona
391,Ten's,1023,4.0,Carrer del Rec 79 Barcelona,Barcelona
392,Paco Alcalde,674,4.0,Carrer de l Almirall Aixada 12  Barcelona,Barcelona
393,Rincón Persa,408,4.5,Floridablanca 85 Barcelona,Barcelona
394,La Balsa,430,4.0,Carrer Infanta Isabell 4  Barcelona,Barcelona
395,Las Delicias Del Carmelo,558,4.0,Carretera del Carmelo  Barcelona,Barcelona
396,Coure,369,4.0,Passatge Marimon 20  Barcelona,Barcelona
397,Restaurant Centfocs,575,4.0,Balmes 16 Barcelona,Barcelona
398,Gastro-Taqueria Mexicana,215,4.5,Carrer de Paris 38  Barcelona,Barcelona
399,O MEU LAR,276,4.5,Carrer  Margarit24 Barcelona,Barcelona
400,CocoVail Beer Hall,531,4.5,Carrer  Aragó 284 bis  Barcelona,Barcelona
401,Bodega Joan,1637,4.0,Carrer  Rosellon 164  Barcelona,Barcelona
402,La Desayuneria,383,4.0,Comte Borrell 75  Barcelona,Barcelona
403,Bangkok Cafe,522,4.0,Evarist Arnus 65  Barcelona,Barcelona
404,La Mezcla,438,4.5,Plaça Sant Pere 10 Barcelona,Barcelona
405,Sense Pressa,259,4.5,Carrer d  Enric Granados 96 Barcelona,Barcelona
406,Todo Pasa,437,4.5,Vila I Vila 53 Paral Lel Barcelona,Barcelona
407,Restaurante Cheriff,637,3.5,Ginebra 15 17  Barcelona,Barcelona
408,Restaurante Mano Rota,469,4.0,Carrer Creu Dels Molers 4  Barcelona,Barcelona
409,Pura Brasa Rambla,844,4.0,Rambla Catalunya 13 Barcelona,Barcelona
410,La Taverna de la Ronda,448,4.5,Ronda de Sant Pere 12 Barcelona,Barcelona
411,Santa Ceviche,242,4.5,Carrer d Hostafrancs de Sió 11 Barcelona,Barcelona
412,Eat Caribbean,314,4.5,Carrer  Montserrat 4  Barcelona,Barcelona
413,La Gavina,2046,3.5,Plaza Pau Vila 1 Barcelona,Barcelona
414,Restaurante Can Cargol,428,3.5,Valencia 324 Barcelona,Barcelona
415,Fragments Café,463,3.5,Plaça de la Concòrdia 12  Barcelona,Barcelona
416,Fismuler,512,4.0,Carrer Del Rec Comtal 17  Barcelona,Barcelona
417,La Taula de Barcelona,247,4.5,Carrer Sant Màrius 8 Barcelona,Barcelona
418,Antigua,1350,4.0,Marià cubí 59 Barcelona,Barcelona
419,Macchina Pasta Bar,1545,4.5,Carrer Escudellers 47 Barcelona,Barcelona
420,Restaurante Filigrana,781,4.5,Carrer Tarragona 99 Barcelona,Barcelona
421,Anauco,881,4.5,Valencia 428  Barcelona,Barcelona
422,3 Focs,619,4.0,Carrer  de Valencia 207 Barcelona,Barcelona
423,La Bella Napoli,459,4.0,Carrer VILLARROEL 101 Barcelona,Barcelona
424,Restaurante Seoul,415,4.5,Avenida gaudi70 Barcelona,Barcelona
425,Wine Mood,397,5.0,Villaroel 26  Barcelona,Barcelona
426,BLAI TONIGHT,519,4.5,Carrer  BLAI 23 25  Barcelona,Barcelona
427,Ca l'isidre,441,4.5,Carrer De les Flors 12  Barcelona,Barcelona
428,Yashima,503,4.0,Avda  Josep Tarradellas 145  Barcelona,Barcelona
429,Arrosseria Xàtiva Gràcia,830,4.0,Carrer  Torrent d en Vidalet 26 Barcelona,Barcelona
430,Elche,1084,4.0,Vila I Vila 71 Barcelona,Barcelona
431,L'Escamarlà,737,3.0,Passeig Maritim 40 Barcelona,Barcelona
432,Bismillah Kebabish,287,4.5,22 Carrer de Joaquin Costa  Barcelona,Barcelona
433,Baluard Barceloneta,432,4.5,Baluard 38 40 baixos  Barcelona,Barcelona
434,L'olivera,489,4.5,Carrer Dels Escultors Claperos 39  Barcelona,Barcelona
435,The Green Spot,783,4.0,Carrer  de la Reina Cristina 12  Barcelona,Barcelona
436,LomoAlto BCN,685,4.0,Carrer Arago 283 285  Barcelona,Barcelona
437,Mamarosa Beach,774,3.5,Passeig Mare Nostrum 19 21 Barcelona,Barcelona
438,Sushiraku,207,4.5,08036  Barcelona,Barcelona
439,Com a Itàlia,323,4.5,Carrer  Sant Quinti 39 Barcelona,Barcelona
440,La Pizza del Born,528,4.0,Pàsseig del Born 22 Barcelona,Barcelona
441,el tianguis,334,4.0,Villarroel 42  Barcelona,Barcelona
442,Teddy's Barcelona,894,5.0,Carrer Escudellers 12  Barcelona,Barcelona
443,Xerta Restaurant,458,4.0,Carrer  Corsega 289 Barcelona,Barcelona
444,Vic Braseria,1056,4.5,Sicilia 202  Barcelona,Barcelona
445,Casa Rafols,988,4.5,Ronda Sant Pere 74  Barcelona,Barcelona
446,Granja Elena,363,4.5,Passeig de la zona Franca 228  Barcelona,Barcelona
447,La Lluna Restaurant,642,4.0,Carrer  Santa Anna 20 Barcelona,Barcelona
448,El Gran Cafè,1271,3.5,Carrer d Avinyó 9 Barcelona,Barcelona
449,Marina Port Vell Restaurant,570,4.0,Moll de la Barceloneta 1  Barcelona,Barcelona
450,El Mercader de L'Eixample,510,4.0,Carrer Mallorca 239 Barcelona,Barcelona
451,Casa Masana,588,3.5,Carrer de Balmes 129 Barcelona,Barcelona
452,Lateral Bcn,546,3.5,Carrer de Consell de Cent 329  Barcelona,Barcelona
453,Ristorante Meraviglioso,302,4.5,Carrer de Valencia 28  Barcelona,Barcelona
454,Raco De La Vila,1325,4.0,Carrer  Ciutat De Granada 33 Barcelona,Barcelona
455,Big Al's American Kitchen,707,4.5,Corsega 178  Barcelona,Barcelona
456,BRO,877,4.5,Baluard 34  Barcelona,Barcelona
457,Casa Delfin,1794,4.0,Passeig del Born 36 Barcelona,Barcelona
458,ABaC,2191,4.5,Avinguda Tibidabo 1 Barcelona,Barcelona
459,The Market Perú,635,4.0,Carrer Gran de Gràcia 7 Barcelona,Barcelona
460,Bar Restaurante Guixot,223,4.5,Riereta 8 Barcelona,Barcelona
461,Petit Pau Restaurant,833,4.5,Carrer de l Espanya Industrial num  22  Barcelona,Barcelona
462,Nuba,662,3.5,Carrer  Doctor Fleming 12 14 Barcelona,Barcelona
463,Restaurante Biocenter,743,4.0,Pintor Fortuny 25 Barcelona,Barcelona
464,Abrassame,1582,4.0,Gran Via de Las Corts Catalanes 373 385 Barcelona,Barcelona
465,Casa de Tapas Cañota,1583,4.0,Lleida 7  Barcelona,Barcelona
466,Pomarada,513,4.0,Passeig de Gracia 78  Barcelona,Barcelona
467,El Rincón de la Abuela Venezolana,333,4.0,Carrer  Mallorca 470 Barcelona,Barcelona
468,L'Antic Bocoi del Gotic,997,4.5,Baixada de Viladecols 3 Barcelona,Barcelona
469,Euskal Etxea,1377,4.0,Placeta de Montcada 1 Barcelona,Barcelona
470,Majide,297,4.0,Carrer Tallers48 bis Barcelona,Barcelona
471,Sagardi BCN Centre,432,4.0,Carrer de Muntaner 70 Barcelona,Barcelona
472,Bar Celta Pulperia,1046,4.0,Carrer Simo Oller 3 Barcelona,Barcelona
473,Pulpería A'Gudiña,488,4.0,Carrer d Entença 2  Barcelona,Barcelona
474,Balthazar,952,3.5,Rossello 189 Barcelona,Barcelona
475,Rangoli,609,4.0,Passeig Joan de Borbo 78  Barcelona,Barcelona
476,Orio Gòtic,1656,4.0,Carrer de Ferran 38 Barcelona,Barcelona
477,Mussol Arenas,1181,3.5,Carrer  Gran Via de les Corts Catalanes  Barcelona,Barcelona
478,La Botiga Arenas,1162,3.5,Gran Via de les Corts Catalanes 373 385 Barcelona,Barcelona
479,The Coffee House Barcelona,121,5.0,Carrer Valencia 143 Barcelona,Barcelona
480,The Wild Rover Irish Pub Barcelona,391,4.5,Carrer Santa Monica 2 Barcelona,Barcelona
481,Memorias de China,299,4.0,Carrer de Lincoln 17  Barcelona,Barcelona
482,La Monroe,513,4.0,Placa Salvador Segui 1 9  Barcelona,Barcelona
483,Frankie Gallo Cha Cha Cha,335,4.0,Marques De Barbera 15  Barcelona,Barcelona
484,Brugarol Barcelona,326,5.0,Carrer de Salomó Ben Adret 10 Barcelona,Barcelona
485,Shibui,560,3.5,Carrer Comte d Urgell Barcelona,Barcelona
486,El Yantar de la Ribera,442,4.0,Roger de Flor 114  Barcelona,Barcelona
487,La Muscleria,896,4.0,Mallorca 290 Barcelona,Barcelona
488,Woki Organic Market,784,4.0,Ronda Universitat 20 Barcelona,Barcelona
489,Madre Lievito,514,4.0,Carrer de la Llacuna 1 Barcelona,Barcelona
490,Ukai Eixample,429,4.0,Carrer  Mallorca 188  Barcelona,Barcelona
491,Chez Coco,557,4.0,Diagonal 465 Barcelona,Barcelona
492,La Central Hamburgueseria - Laietana,1104,4.5,Via Laietana 45 Barcelona,Barcelona
493,Ascent Restaurant,418,4.5,Carrer dels Arcs 10  Barcelona,Barcelona
494,Abirradero,561,4.5,Carrer Vila i Vila 77 Barcelona,Barcelona
495,Sensi Bistro Barcelona,2123,4.5,Carrer del Regomir 4  Barcelona,Barcelona
496,El 58,1332,4.5,Rambla del Poblenou 58 Barcelona,Barcelona
497,Horchateria Sirvent,175,4.5,Carrer  Parlament 56 Barcelona,Barcelona
498,La Paradeta El Born,1748,4.5,Carrer Comercial 7 Barcelona,Barcelona
499,Bordeaux - Cuina Oberta,332,4.5,Carrer Del Taquigraf Garriga 34 Barcelona,Barcelona
500,Casa Guinart,1127,4.0,Ramblas 95 Barcelona,Barcelona
501,La Catrina de Barcelona,225,4.5,Carrer Sardenya 196  Barcelona,Barcelona
502,Flaherty's Irish Pub,1713,4.5,Plaza Joaquim Xirau  Barcelona,Barcelona
503,Firo Tast,361,4.0,Avenida Gaudí 83  Barcelona,Barcelona
504,The Chipiron,1509,3.5,Maremagnum  Moll D Espanya  Port Vell   Barcelona,Barcelona
505,La Foga,991,4.5,Passeig De Sant Joan 32 Barcelona,Barcelona
506,McDonald's,390,3.0,Carrer  Pelai 62  Barcelona,Barcelona
507,El Tiet Taver-Teca Taverna Gastronomica,356,4.5,Corsega 382  Barcelona,Barcelona
508,Chill Bar Barcelona,1023,4.5,Carrer  Provenca 424  Barcelona,Barcelona
509,Topik,488,4.0,Carrer  Valencia 199 Barcelona,Barcelona
510,"SAGÀS - Pagesos, Cuiners & Co.",473,4.0,Pla de Palau 13 Barcelona,Barcelona
511,Alsur Cafe,979,4.0,Plaça de Sant Cugat 1  Barcelona,Barcelona
512,Asador de Aranda Pau Claris,641,4.0,Carrer  Pau Claris 70  Barcelona,Barcelona
513,Las Mañanitas - Tex Mex Bcn,471,4.0,Gran Via de les Cortes Catalanes 715  Barcelona,Barcelona
514,Entrepanes Diaz,341,4.0,Carrer  Pau Claris 189 Barcelona,Barcelona
515,El Nacional - La Braseria,632,3.5,Passeig de Gracia 24 bis  Barcelona,Barcelona
516,Wakasa,184,4.5,Napols 287 Barcelona,Barcelona
517,Prado de Flores,703,4.0,Carrer  Santa Anna 11 Barcelona,Barcelona
518,SantaGula,965,4.5,Plaza Narcís Oller 3 Barcelona,Barcelona
519,Assunta Barcelona,314,4.5,Carrer de Provença 300 Barcelona,Barcelona
520,Granja La Pallaresa,1037,4.0,Carrer de Petritxol 11  Barcelona,Barcelona
521,El Cercle,1333,4.0,Carrer dels Arcs 5  Barcelona,Barcelona
522,La Hacienda,467,3.5,Carrer del Rec 69 Barcelona,Barcelona
523,Red Garter Barcelona,276,4.5,Passeig de Colom 23  Barcelona,Barcelona
524,La Pubilla,666,4.5,Placa de la Llibertat 23  Barcelona,Barcelona
525,ÖUZÖ Barcelona,78,4.5,Rambla de Fabra i Puig 66 Barcelona,Barcelona
526,Arc Iris Restaurant Vegetarià,353,4.5,Roger de Flor 216 Barcelona,Barcelona
527,La Catrina Fusion,247,4.5,Providencia 88 Barcelona,Barcelona
528,Petra,695,4.5,Sombrerers 13  Barcelona,Barcelona
529,Lara Grill Barcelona,70,4.5,Carrer  Muntaner 146  Barcelona,Barcelona
530,Bar Mut,1354,4.0,pau Claris 192  Barcelona,Barcelona
531,Yamadori,286,4.0,Aribau   66  Barcelona,Barcelona
532,Patrón,1055,4.0,Travessera GRACIA 44 Barcelona,Barcelona
533,Alsur Café (Llúria),1332,4.0,Roger de Llúria 23  Barcelona,Barcelona
534,Dona Rosa,910,4.5,Carrer de Ferlandina 27 Barcelona,Barcelona
535,Alquimia Barcelona,200,5.0,Carrer D Aribau 77 Barcelona,Barcelona
536,Nineteen Restaurant,300,4.5,Pl  de Catalunya 19 Barcelona,Barcelona
537,Bestial,1215,3.5,Ramón Trias Fargas 2 4  Barcelona,Barcelona
538,Baritimo,859,4.0,Moll de Espanya 5 Barcelona,Barcelona
539,Cafè de la Pedrera,971,4.0,Passeig de Gracia 92 Barcelona,Barcelona
540,Pastelerias Mauri,727,4.0,Rambla de Catalunya 102 Barcelona,Barcelona
541,Restaurant La Estrella,406,4.5,Carrer  Ocata 6  Barcelona,Barcelona
542,Restaurant Windsor,678,4.5,Corsega 286  Barcelona,Barcelona
543,The fish & chips shop,852,4.5,Carrer  Rocafort 70  Barcelona,Barcelona
544,El Boliche del Gordo Cabrera,446,4.5,Consell de Cent 338 Barcelona,Barcelona
545,Messié Sin Gluten,589,4.5,Siracusa 15 Barcelona,Barcelona
546,Vivant,866,4.5,Consell de Cent 394  Barcelona,Barcelona
547,En Ville,765,4.5,Carrer del Dr  Dou 14 Barcelona,Barcelona
548,Picnic Restaurant,770,4.5,1 Carrer del Comerc  Barcelona,Barcelona
549,Rosa del Raval,1009,4.0,Carrer dels Àngels 6 Barcelona,Barcelona
550,Melo-Jia,296,4.5,Carrer  Córsega 250  Barcelona,Barcelona
551,Izakaya Ramen House,560,4.5,Ronda Sant Pau 7 Barcelona,Barcelona
552,65 Degrees Barcelona,174,5.0,Carrer del Davant del Portal Nou 3  Barcelona,Barcelona
553,Suculent,803,4.0,Rambla del Raval 45 Barcelona,Barcelona
554,La Taverna del Clínic,751,4.0,Rossello 155 Barcelona,Barcelona
555,Blue Spot Barcelona,252,3.5,Passeig Joan de Borbó 101 Barcelona,Barcelona
556,Colmado,316,4.0,Provença 236  Barcelona,Barcelona
557,Restaurante Japones Ta Mi,370,4.0,Carrer de Nàpols 229 Barcelona,Barcelona
558,Quinto Quinta,1046,4.0,Gran Via de les Corts Catalanes 373 Barcelona,Barcelona
559,Julivert Meu,896,4.0,Carrer  Bonsuccés 7  Barcelona,Barcelona
560,Casa Jordi,318,4.5,Passatge MARIMON 18 Barcelona,Barcelona
561,Restaurante MIAN,542,4.5,Girona 49  Barcelona,Barcelona
562,Restaurante Solomillo,596,4.5,Mallorca 251 Barcelona,Barcelona
563,Granja M. Viader,937,4.0,Carrer  Xuclà 4 6  Barcelona,Barcelona
564,Somewhere  Aribau,349,4.5,Aribau 101  Barcelona,Barcelona
565,Mutenroshi Ramen,753,4.0,Carrer de Sant Agusti 10 Barcelona,Barcelona
566,Taverna del Bisbe,1435,3.5,Av  Cathedral 6 8  Barcelona,Barcelona
567,Lexi's restaurant & cocktail bar,456,4.0,Aribau 38 Barcelona,Barcelona
568,A estrela Galega,188,4.5,Rosalia de Castro 26  Barcelona,Barcelona
569,Menssana,1418,4.5,Carrer Sardenya 48  Barcelona,Barcelona
570,El Nacional - La Llotja,607,4.0,Passeig de Gràcia 24 bis Barcelona,Barcelona
571,Roig Robí,317,4.0,Carrer  Séneca 20 Barcelona,Barcelona
572,Grasshopper,286,4.0,Placa De La Llana 9  Barcelona,Barcelona
573,Tramonti 1980,299,4.0,Avda  Diagonal 501 Barcelona,Barcelona
574,La Caravana,268,4.5,Carrer de Mozart 15 Barcelona,Barcelona
575,Massimo,252,4.0,Via Augusta 217 Barcelona,Barcelona
576,La Llibertaria,406,4.5,Tallers 48 Barcelona,Barcelona
577,Koku Kitchen Ramen & Gyoza Bar,360,4.5,Carrer del Comerc 29  Barcelona,Barcelona
578,Asador de Aranda Londres,335,4.0,Carrer  Londres 94 Barcelona,Barcelona
579,Sato I Tanaka,136,5.0,Bruc 79 Barcelona,Barcelona
580,Boca Chica,654,4.0,Passatge de la Concepcio No 14  Barcelona,Barcelona
581,Kiosko Universal,874,4.5,Mercat de La Boqueria  Barcelona,Barcelona
582,El Racó - Rambla Catalunya,869,4.0,Rambla Catalunya 25 Barcelona,Barcelona
583,Kao Dim Sum,282,3.5,Carrer Del Bisbe Sivilla 48 Barcelona,Barcelona
584,La Tomaquera,319,3.5,Carrer de Margarit 58  Barcelona,Barcelona
585,Restaurante Salero,361,4.0,Carrer de Tordera 10 12  Barcelona,Barcelona
586,Taller de Tapas,2261,4.0,Rambla de les Flors 108  Barcelona,Barcelona
587,Sirvent Barcelona,400,4.0,Ronda Sant Pau 67  Barcelona,Barcelona
588,El Mexicano de Barcelona,264,4.0,Carrer  Villarroel 233 Barcelona,Barcelona
589,Cafe De L'Academia,1271,4.5,Placa St Just Lledo 1 Barcelona,Barcelona
590,Kanada-Ya Barcelona,59,4.5,Carrer de València 240 Barcelona,Barcelona
591,El Tío Che,266,4.0,Rambla del Poblenou 44 Barcelona,Barcelona
592,El Rodizio,550,3.5,Carrer del Consell de Cent 403 Barcelona,Barcelona
593,Caelum,825,4.0,Carrer de la Palla 8  Barcelona,Barcelona
594,Jobs Restaurant,251,5.0,Carrer  Mallorca  Barcelona,Barcelona
595,Can Mano,1381,4.5,Carrer  del Baluard 12 Barcelona,Barcelona
596,Betlem Miscelánea Gastronómica,763,4.5,Girona 70  Barcelona,Barcelona
597,Mi Gracia,419,4.5,Carrer  Encarnacio 52 Barcelona,Barcelona
598,Restaurante Can Pineda,262,4.5,Carrer  Sant Joan de Malta 55 Barcelona,Barcelona
599,Hisop,775,4.0,Passatge Marimón 9 Barcelona,Barcelona
600,Núria,1603,3.5,Rambla de Canaletes 133 Barcelona,Barcelona
601,CrosMas,344,4.5,Casanova 158  Barcelona,Barcelona
602,El Club De La Hamburguesa,389,4.0,Valdonzella  3 Barcelona,Barcelona
603,Bodega La Puntual,919,4.0,Carrer Montcada 22 Barcelona,Barcelona
604,Watatsumi,639,4.0,373 385 5a Planta Barcelona,Barcelona
605,Federal Cafe Parlament,1179,3.5,Carrer  Parlament 39 08015  Barcelona,Barcelona
606,Papadam,370,5.0,Ronda de Sant Pau 11 Barcelona,Barcelona
607,Red Ant Noodle Bar,435,4.0,Carrer  Tiradors 3 5 Barcelona,Barcelona
608,Calabrasa,334,4.5,Passeig del Born 27  Barcelona,Barcelona
609,Mextizo Barcelona,417,4.0,Carrer Diputacio 239 Barcelona,Barcelona
610,SiamoQuà,639,4.5,Rambla Del Poblenou 123  Barcelona,Barcelona
611,Bar Centro Burgers & Craft Beer,654,4.5,Carrer  Casp 55 Barcelona,Barcelona
612,Billy Brunch & Garden,243,5.0,Carrer de Muntaner 64 Barcelona,Barcelona
613,Bodega Monumental,1113,4.0,Creu Coberta 87 Barcelona,Barcelona
614,Estimar,356,4.0,Carrer de Sant Antoni dels Sombrerers 3 Barcelona,Barcelona
615,La Tere Gastrobar,341,4.5,Carrer de Riego 25 Barcelona,Barcelona
616,Maur,453,4.0,Carrer Comte D  Urgell 9 Barcelona,Barcelona
617,Veggie Garden 100% vegano,900,4.0,Carrrer Dels Angels 3  Barcelona,Barcelona
618,Restaurant Gaig,489,4.0,Carrer  Córcega 200 Barcelona,Barcelona
619,La Capricciosa,545,4.0,Carrer  Viladomat 265 Barcelona,Barcelona
620,Trópico,545,4.0,Carrer Marques de Barbera 24 Barcelona,Barcelona
621,Nakashita,591,4.0,Rec Comtal 15  Barcelona,Barcelona
622,Miguelitos,348,4.0,Carrer  Aribau 162  Barcelona,Barcelona
623,La Malandrina,1006,4.5,Carrer  Almirante Cervera Numero 5  Barcelona,Barcelona
624,Spoonik Club Plaza Lesseps,592,4.5,plaza lesseps 13  Barcelona,Barcelona
625,El Ramblero,324,4.5,Carrer  Pont Del Terball 13 Barcelona,Barcelona
626,Antúnez,378,4.5,Carrer de Neptu 18  Barcelona,Barcelona
627,La Taverna de Barcelona,699,4.0,Ronda de la Universitat 37 Barcelona,Barcelona
628,Ristorante Pizzeria  Eden,627,4.5,Carrer de Provença 332  Barcelona,Barcelona
629,Olivos Comida y Vinos,213,5.0,Carrer de Galileu 159 Barcelona,Barcelona
630,Costa Pacifico,308,4.5,Plaça Sant Agustí Vell 13  Barcelona,Barcelona
631,La Cachapera Bcn,208,4.5,Carrer Villaroel 57  Barcelona,Barcelona
632,Divinus,1301,3.5,Paseo de Gracia 28 Barcelona,Barcelona
633,El Jardí de l'Abadessa,340,3.5,Abadessa Olzet 26 Barcelona,Barcelona
634,Farga Diagonal,491,3.5,Diagonal 391 Barcelona,Barcelona
635,Bambu Beach Bar,1216,4.5,Av  Litoral S N  Barcelona,Barcelona
636,Agüelo Taberna Barcelona,571,4.0,Carrer  d Avinyó 37 Barcelona,Barcelona
637,Trobador Rambla Catalunya,944,3.5,Rambla Catalunya 2 Barcelona,Barcelona
638,Goiko - Passeig de Sant Joan 58,419,3.5,Passeig de Sant Joan 58  Barcelona,Barcelona
639,Mo Te Magno,422,4.5,Carrer  Provenca 16  Barcelona,Barcelona
640,Il Commendatore,316,3.5,Carrer  Comte d Urgell 247 Barcelona,Barcelona
641,Fratelli la Bufala,570,4.0,Pau Claris 72 Barcelona,Barcelona
642,El Melic del Gotic,1145,4.0,Montsio 7  Barcelona,Barcelona
643,La Piazzenza,796,3.0,Avenida Gaudi 16 Barcelona,Barcelona
644,El Señorio del Perú,323,3.5,Carrer  Corsega 607 Barcelona,Barcelona
645,My Fucking Restaurant,839,4.5,Carrer  Nou de la Rambla n35  Barcelona,Barcelona
646,aQistoi,921,4.5,Gerona 94  Barcelona,Barcelona
647,Angle Barcelona,650,4.5,Carrer  Arago 214 Barcelona,Barcelona
648,Can Vador,293,4.0,Carrer de la Diputacio 367  Barcelona,Barcelona
649,La Cantina Mexicana,453,4.0,Carrer de Valencia 427  Barcelona,Barcelona
650,Fenicia,425,4.5,Psg Antoni 9 Barcelona,Barcelona
651,Restaurante Ipar-Txoko,206,4.0,Carrer  Mozart 22 Barcelona,Barcelona
652,Santa Clara Restaurante,256,4.0,Carrer  Jiménez e Iglesias 11 13  Barcelona,Barcelona
653,"La Tagliatella C.C. Diagonal Mar, Barcelona",688,3.5,CC Diagonal Mar   Avda  Diagonal 3 Barcelona,Barcelona
654,Nevermind Bar,281,4.5,Escudellers Blancs  3 Gotico Barcelona,Barcelona
655,Restaurante Sagues,222,4.0,Carrer de Sagues 25 Barcelona,Barcelona
656,La Informal,348,4.0,Rambla del Raval 34 Barcelona,Barcelona
657,Suarna,713,4.0,Carrer  Llança nº1 Barcelona,Barcelona
