,name,number_reviews,rating,address,city,lat,long
260,BRO Room,358,4.5,Corsega 562  Barcelona,Barcelona,41.4070401,2.1735829
261,Karakala,383,4.5,Torrent de L  Olla 136 Barcelona,Barcelona,41.4066828,2.1518689
262,Akashi Gallery,347,4.5,Carrer Rossello 197 Barcelona,Barcelona,41.7320892,1.8287143
263,Gorria,567,4.5,Carrer  Diputación 421 Barcelona,Barcelona,,
264,La Lola de las Arenas,1754,4.0,cami ral  10   Barcelona,Barcelona,41.5415526,2.4565571
265,Pudding Barcelona,688,3.5,Carrer Pau Claris 90 Barcelona,Barcelona,41.9137074,2.2301625
266,La Poma Restaurant,2678,3.0,La Rambla 117  Barcelona,Barcelona,41.3843773,2.1705522
267,Bar Lobo,2893,4.0,Pintor Fortuny 3  Barcelona,Barcelona,41.3832611,2.170504
268,Gelida,240,4.5,Carrer de la Diputació 133 Barcelona,Barcelona,41.3830616,2.1569618
269,Restaurante L'hortet,309,4.5,Pintor Fortuny 32 Barcelona,Barcelona,41.3824236,2.1687015
270,Tio Joe,282,4.5,Via Augusta 9  Barcelona,Barcelona,41.450787000000005,2.2456506921974504
271,Hidden Cafe Barcelona,143,4.5,Carrer  Constança   Déu i Mata  Barcelona,Barcelona,,
272,Restaurante argentino El Calafate,258,4.5,Carrer  de Paris 145 Barcelona,Barcelona,41.3914207,2.1501165
273,Boa-Bao Barcelona,218,4.5,Plaça del Dr  Letamendi 1 Barcelona,Barcelona,41.3885373,2.1612359
274,Ziryab bar de tapas fusión mediterránea,1360,4.5,Carrer de Grunyi 5  Barcelona,Barcelona,41.3840509,2.1802488
275,De Paula L'hamburgueseria del Poble Sec,278,4.5,Creu Dels Molers 65 Barcelona,Barcelona,41.3723646,2.1612801
276,Semproniana,930,4.0,Rosselló 148  Barcelona,Barcelona,41.3910022,2.1545564
277,El Nacional - La Taperia,1643,4.0,Passeig de Gràcia 24 bis Barcelona,Barcelona,41.3905227,2.1682552
278,Cera 23,5097,4.5,Carrer de la Cera 23 Barcelona,Barcelona,41.3788541,2.1662433
279,Fonda Espanya Restaurante,1164,4.5,Carrer De Sant Pau 9 11  Barcelona,Barcelona,41.3799009,2.1728032
280,La Briciola,278,4.0,C  d Olzinelles 19  Barcelona,Barcelona,41.3739965,2.1363825
281,Llamber,2578,4.5,Carrer de la Fusina 5 Barcelona,Barcelona,41.3863567,2.1830328
282,Bistro Helena,1111,4.5,Via Laietana 30 Barcelona,Barcelona,41.385073750000004,2.177817958482682
283,La Mundana,644,4.5,Vallespir 93 Barcelona,Barcelona,41.381171,2.1358077
284,Meson Barcelona,83,3.5,Rua  5 Vigo Barcelona,Barcelona,,
285,Can Kenji,660,4.5,Carrer Rossello 325  Barcelona,Barcelona,41.7320892,1.8287143
286,A Tu Bola,1391,4.5,Carrer de l Hospital 78 Barcelona,Barcelona,41.3800857,2.1689232
287,Blavis,864,5.0,Carrer Saragossa 85 Barcelona,Barcelona,41.3865573,1.9972398
288,Restaurante Spaccanapoli Barcelona,236,4.5,Carrer Del Rec Comtal 6 Barcelona,Barcelona,41.3893708,2.1797229
289,Mussol Aragó,1067,3.5,Carrer Arago 261 Barcelona,Barcelona,41.5239718,2.2380047
290,chök - Carme,1221,4.5,Carrer de Carme 3 Barcelona,Barcelona,41.5371081,1.6595797
291,Bodega Lito,1151,4.5,Carrer de Tamarit 91 Barcelona,Barcelona,41.3755417,2.1566504
292,La Fonda del Port Olimpic,3361,4.0,Moll Gregal 7 10 Barcelona,Barcelona,41.3879376,2.2011909
293,Takashi Ochiai Pastisseria,333,4.0,Comte d Urgell 110 Barcelona,Barcelona,41.3883161,2.1502389
294,La Royale,471,3.5,Placa del Camp 5 Barcelona,Barcelona,41.4034362,2.1360169
295,Oaxaca Cuina Mexicana - Restaurante y Mezcalería,692,3.5,Pla de Palau 19 Barcelona,Barcelona,41.3821041,2.1838988
296,Bierzo food,1309,4.5,Carrer de les Flors 16 Barcelona,Barcelona,41.3759378,2.1677291
297,Martinez,1581,3.5,Carretera de Miramar 38 Barcelona,Barcelona,41.3696101,2.1724557858797917
298,Els Pescadors,880,3.5,Placa Prim 1  Barcelona,Barcelona,41.3995169,2.2068911
299,El Xalet de Montjuïc,942,3.5,Av  Miramar 31  Barcelona,Barcelona,30.283354,-81.659359
300,La Bombeta,2167,4.0,Maquinista 3 Barcelona,Barcelona,41.3805769,2.1879689
301,Hard Rock Cafe,3960,4.0,Plaça Catalunya 21  Barcelona,Barcelona,41.3399746,2.0418873
302,DelaCrem,987,4.5,Enric Granados 15 17 Barcelona,Barcelona,41.3897212,2.1597888
303,Restaurante Contempo,502,4.5,Carrer  Bergara 9 Barcelona,Barcelona,41.38643905,2.168094817261905
304,Restaurante el Porvenir,404,4.5,Carrer  Villarroel  Restaurante el Porvenir 46 Barcelona,Barcelona,,
305,Tapas 24,4273,4.0,Carrer de la Diputacio 269 Barcelona,Barcelona,41.3908686,2.1674705
306,Churrería Laietana,993,5.0,Via Laietana 46  Barcelona,Barcelona,41.3865347,2.1755771
307,Xiringuito Escribà,2143,4.0,Avinguda Litoral 62 Barcelona,Barcelona,41.3935502,2.205339
308,Sindur,423,4.5,Carrer  Còrsega 211 bis  Barcelona,Barcelona,41.3910121,2.1520696
309,Casa Alfonso,1480,4.0,Roger de Llúria 6 Barcelona,Barcelona,41.3900989,2.1730614
310,Miseria e Nobiltà,335,4.5,Carrer Besalú 46 Barcelona,Barcelona,41.4068701,1.9639616
311,La Real Hamburguesería,245,4.5,Carrer de Valencia 285  Barcelona,Barcelona,41.3952399,2.1665275
312,La Cuina d'en Garriga,777,4.5,Carrer d Enric Granados 58 Barcelona,Barcelona,41.39195645,2.1573369940074274
313,il mercante di venezia,885,4.5,josep anselmo clave 11  Barcelona,Barcelona,41.2201998,1.7260774
314,Vinitus Madrid-Barcelona,276,4.5,Carrer d Aragó 282 Barcelona,Barcelona,41.392430000000004,2.1657797050255487
315,Cal Pep,2387,4.0,Placa de les Olles 8  Barcelona,Barcelona,41.3834497,2.1830643
316,El Corte Ingles,1116,4.0,Plaza de Cataluya 14 Barcelona,Barcelona,,
317,Can Majó,2033,4.0,Almirall Aixada nº23  Barcelona,Barcelona,41.3773916,2.1898635
318,La Pepita,3011,4.5,C  Corsega 343  Barcelona,Barcelona,41.3820116,2.1554409
319,Tapa Tapa,1738,3.0,Moll D Espanya Num  5 Barcelona,Barcelona,,
320,Restaurante Cadaques Barcelona,99,4.5,Reina Cristina 6 Barcelona,Barcelona,41.372883,2.1505744
321,Tapa Tapa C.C. Arenas,1638,3.5,Gran Via de les Corts Catalanes 373 385 Barcelona,Barcelona,41.376315649999995,2.1493205999999994
322,Restaurante La Boca Agua,2020,4.0,Passeig Marítim de la Barceloneta 30  Barcelona,Barcelona,41.3854855,2.1966944
323,La Terraza del Claris,384,4.5,Pau Claris 150  Barcelona,Barcelona,41.394269488819795,2.1652512596714355
324,L' Olla de Si Chuan,412,4.0,Carrer  Aragó 224  Barcelona,Barcelona,41.5239718,2.2380047
325,Món Viêt,269,4.5,Sepulveda 94  Barcelona,Barcelona,41.3752196,2.1521288
326,Ikibana Paralelo,1794,4.0,Avinguda del Paral lel 148  Barcelona,Barcelona,41.37527974305556,2.1582396638888888
327,Palo Cortao,572,4.5,Carrer  Nou de la Ramba 146 Barcelona,Barcelona,,
328,Rasoterra,884,4.5,Carrer Palau 5 Barcelona,Barcelona,41.381234,2.1780994
329,Accés,2710,4.5,Aribau 55  Barcelona,Barcelona,41.3882813,2.158900808826676
330,La Paradeta Sagrada Familia,4318,4.5,Passatge Simo 18  Barcelona,Barcelona,41.4044607,2.1734245
331,Tickets,2542,4.5,Av  del Parallel 164 Barcelona,Barcelona,41.375078,2.1528436
332,Marisqueria Esthvan,228,4.5,Carrer de Palencia 45 Barcelona,Barcelona,41.4186539,2.1908649
333,Parking Pizza,338,4.0,Passeig de Sant Joan 56 Barcelona,Barcelona,41.396381754113406,2.1740227305212607
334,Restaurante Hofmann,520,4.5,Carrer de La Granada del Penedes 14 Barcelona,Barcelona,41.397162,2.1530322
335,Donizetti,629,4.5,Diputació 137  Barcelona,Barcelona,41.3834567,2.1575703
336,Rekons,614,4.5,Carrer  Comte D Urgell 32 Barcelona,Barcelona,41.3296319,1.9331417
337,Chivuo's Slow Street Food & Craft Beer,640,4.5,Carrer del Torrent de l Olla 175 Barcelona,Barcelona,41.4050105,2.1539366
338,Restaurante Leku,343,4.5,Carrer de Joan Guell 189 Barcelona,Barcelona,41.3845892,2.1304794
339,Restaurant Sergi de Meià,425,4.5,Carrer de Laforja 83 Barcelona,Barcelona,41.3960664,2.1447922
340,Chéri,1024,4.0,Enrique Granados 122 Barcelona,Barcelona,41.507154,2.3963115
341,Usagui,233,4.5,Carrer  Santjoanistes 28  Barcelona,Barcelona,41.4021671,2.1463849
342,La Taberna Gallega,1156,3.5,24 Moll de Gregal  Barcelona,Barcelona,41.387569,2.2017332
343,El Rebost d'Hostafrancs,207,4.5,Bejar 33 Barcelona,Barcelona,41.5799499,2.0109864
344,ElDiset,971,4.5,Carrer Antic de Sant Joan 3  Barcelona,Barcelona,41.3849901,2.1833885
345,Arepamundi,304,4.5,Carrer de la Marina 212  Barcelona,Barcelona,41.4010121,2.179247
346,Restaurant Ají,320,4.5,Carrer Marina 19 21 Barcelona,Barcelona,41.5113131,2.3574845
347,Pizza Circus,716,4.5,Carrer Nou de la Rambla 40  Barcelona,Barcelona,41.3778452,2.1728957
348,Da Greco,1260,4.0,Carrer de Santa Teresa 10 Barcelona,Barcelona,41.3976361,2.1599964
349,La Mar Salada,1316,4.0,Pg Joan de Borbo 58 59 Barcelona,Barcelona,,
350,Jara Sushi  Take Away,236,5.0,Carrer De Pàdua 84 Barcelona,Barcelona,41.4046972,2.144141451144579
351,El Cangrejo Loco,1606,4.0,Moll De Gregal 29 30  Barcelona,Barcelona,41.3877691,2.2017781
352,Kibuka,910,4.0,Carrer  Goya 9 Barcelona,Barcelona,41.421768,2.2138403
353,Mussol Casp,1350,4.0,Carrer Casp 19 Barcelona,Barcelona,41.389389,2.1705448
354,Restaurante Addis Abeba,937,4.5,Carrer  de Vallespir 44 Barcelona,Barcelona,41.5018761,2.27829
355,BEMBI,796,4.5,Consell De Cent 377  Barcelona,Barcelona,41.393500615740905,2.1687201301915344
356,La Balmesina,234,4.0,Balmes 193  Barcelona,Barcelona,41.3968237,2.1520892
357,Kitsune Sushi Bar Gràcia,330,4.5,Carrer del Montseny 13  Barcelona,Barcelona,41.2187746,1.7184964
358,Flax & Kale Passage,571,4.5,Sant Pere Més Alt 31 33 Barcelona,Barcelona,41.3430033,2.0439762
359,La Tramoia,1439,3.5,Rambla de Catalunya 15 Barcelona,Barcelona,41.3881,2.16721
360,La Dolça Herminia,942,3.5,Magdalenas 27 Barcelona,Barcelona,,
361,Flamant,1181,3.5,Enrique Granados 23 Barcelona,Barcelona,41.507154,2.3963115
362,Cachitos Rambla,1690,4.0,Rambla Catalunya 33 Barcelona,Barcelona,42.0182508,2.2428768
363,Tapas 2254,1076,4.5,Consell De Cent 335  Barcelona,Barcelona,41.3915392,2.1655104
364,Bacoa,889,4.5,Carrer del Judici 15 Barcelona,Barcelona,41.3765525,2.1896184
365,Lluis de les Moles,402,4.5,Carrer  De les Moles 25  Barcelona,Barcelona,41.387848,2.1723266
366,Bar Restaurante Pinotxo,1198,4.5,Mercado De La Boquería 465 Barcelona,Barcelona,,
367,Can Fisher,1745,4.5,Avenida Litoral 64 Barcelona,Barcelona,-23.2273805,-45.87993731724976
368,El Raco de l'Aguir,240,4.5,Tamarit 117 Barcelona,Barcelona,41.374612,2.1556498
369,We Love Italy,195,5.0,Carrer Del Bruc 162  Barcelona,Barcelona,41.3986286,2.1639809
370,Panam '75,420,4.5,Carrer Consell de Cent 281  Barcelona,Barcelona,41.6874889,2.4848143
371,Almalibre Açaí House Barcelona,100,5.0,Girona 118  Barcelona,Barcelona,41.3970942,2.1682789
372,El Trapío Restaurante,360,4.0,Esperança 25 Barcelona,Barcelona,41.4049096,2.1277023
373,La Clara Restaurant,560,4.0,Gran via de les corts Catalanes 442 Barcelona,Barcelona,41.3783277,2.1539327
374,Salsalada,1189,4.0,La Rambla 87 Barcelona,Barcelona,41.3818227,2.1724425
375,Carballeira,680,4.0,Carrer  Reina Cristina 3 Barcelona,Barcelona,41.3814264,2.1831122
376,El Japones del Tragaluz,582,4.0,Passatge de la Concepcio 2 Barcelona,Barcelona,41.395041649999996,2.160556151292904
377,The Sopa Boba,1011,4.5,Carrer del Bruc115 Barcelona,Barcelona,,
378,Caelis,1060,4.5,Via Laietana 49 Barcelona,Barcelona,41.3869749,2.1742731
379,La Terraza Miro,1070,4.5,Carrer De Tarragona 129 Barcelona,Barcelona,41.3773318,2.1460067
380,Informal,958,4.5,Carrer  de la Plata 4  Barcelona,Barcelona,41.3802409,2.180776
381,La Llimona,317,4.5,Carrer De Constança 6 Barcelona,Barcelona,41.3881496,2.1358308
382,El Magraner Boig,268,4.5,Carrer  D en Robador 22 Barcelona,Barcelona,41.3792938,2.1708328
383,La Taberna de Sants,232,4.5,Carrer  Comtes de Belloc 97 Barcelona,Barcelona,,
384,Secrets Del Mediterrani,468,4.5,Passeig De Sant Joan 28 Barcelona,Barcelona,41.3930049,2.1784567
385,Raó Restaurant,1617,5.0,Carrer de les Sitges 3 Barcelona,Barcelona,41.3842445,2.1697428
386,L'Antica Pizzeria Da Michele BCN,514,3.5,Consell de Cent 336 Barcelona,Barcelona,41.3915392,2.1655104
387,Cafe Zurich,1329,3.5,Plaça Catalunya 1  Barcelona,Barcelona,41.3411325,2.0420711
388,Pim Pam Burger,684,4.0,Carrer del Sabateret 4  Barcelona,Barcelona,41.3857274,2.1822582
389,Flash Flash,546,3.5,La Granada del Penedés 25  Barcelona,Barcelona,41.366193,1.7285674
390,Gelaaati Di Marco,1396,4.5,Llibreteria 7 Barcelona,Barcelona,41.3831979,2.1772974
391,Ten's,1023,4.0,Carrer del Rec 79 Barcelona,Barcelona,41.3843461,2.184130091999177
392,Paco Alcalde,674,4.0,Carrer de l Almirall Aixada 12  Barcelona,Barcelona,41.3773916,2.1898635
393,Rincón Persa,408,4.5,Floridablanca 85 Barcelona,Barcelona,41.3793491,2.1592422015147017
394,La Balsa,430,4.0,Carrer Infanta Isabell 4  Barcelona,Barcelona,,
395,Las Delicias Del Carmelo,558,4.0,Carretera del Carmelo  Barcelona,Barcelona,,
396,Coure,369,4.0,Passatge Marimon 20  Barcelona,Barcelona,41.3943374,2.1478356238147054
397,Restaurant Centfocs,575,4.0,Balmes 16 Barcelona,Barcelona,41.2201793,1.7235533
398,Gastro-Taqueria Mexicana,215,4.5,Carrer de Paris 38  Barcelona,Barcelona,41.3858589,2.1431843
399,O MEU LAR,276,4.5,Carrer  Margarit24 Barcelona,Barcelona,,
400,CocoVail Beer Hall,531,4.5,Carrer  Aragó 284 bis  Barcelona,Barcelona,41.5239718,2.2380047
401,Bodega Joan,1637,4.0,Carrer  Rosellon 164  Barcelona,Barcelona,,
402,La Desayuneria,383,4.0,Comte Borrell 75  Barcelona,Barcelona,41.3783287,2.1611692
403,Bangkok Cafe,522,4.0,Evarist Arnus 65  Barcelona,Barcelona,41.383800750000006,2.1360899440856222
404,La Mezcla,438,4.5,Plaça Sant Pere 10 Barcelona,Barcelona,41.3892336,2.1791039
405,Sense Pressa,259,4.5,Carrer d  Enric Granados 96 Barcelona,Barcelona,41.3932807,2.1555711332623235
406,Todo Pasa,437,4.5,Vila I Vila 53 Paral Lel Barcelona,Barcelona,41.37489,2.1672715
407,Restaurante Cheriff,637,3.5,Ginebra 15 17  Barcelona,Barcelona,41.3820184,2.190172
408,Restaurante Mano Rota,469,4.0,Carrer Creu Dels Molers 4  Barcelona,Barcelona,41.3712137,2.1608278
409,Pura Brasa Rambla,844,4.0,Rambla Catalunya 13 Barcelona,Barcelona,42.0182508,2.2428768
410,La Taverna de la Ronda,448,4.5,Ronda de Sant Pere 12 Barcelona,Barcelona,41.3884131,2.1717014
411,Santa Ceviche,242,4.5,Carrer d Hostafrancs de Sió 11 Barcelona,Barcelona,41.3737281,2.1441636
412,Eat Caribbean,314,4.5,Carrer  Montserrat 4  Barcelona,Barcelona,41.6127246,2.6512581
413,La Gavina,2046,3.5,Plaza Pau Vila 1 Barcelona,Barcelona,,
414,Restaurante Can Cargol,428,3.5,Valencia 324 Barcelona,Barcelona,41.3954245,2.1671726
415,Fragments Café,463,3.5,Plaça de la Concòrdia 12  Barcelona,Barcelona,41.2226784,1.7216551
416,Fismuler,512,4.0,Carrer Del Rec Comtal 17  Barcelona,Barcelona,41.3901336,2.1799602
417,La Taula de Barcelona,247,4.5,Carrer Sant Màrius 8 Barcelona,Barcelona,41.4033804,2.1371605
418,Antigua,1350,4.0,Marià cubí 59 Barcelona,Barcelona,41.3980086,2.1492952
419,Macchina Pasta Bar,1545,4.5,Carrer Escudellers 47 Barcelona,Barcelona,41.3800996,2.1767848
420,Restaurante Filigrana,781,4.5,Carrer Tarragona 99 Barcelona,Barcelona,41.4950216,2.1558247
421,Anauco,881,4.5,Valencia 428  Barcelona,Barcelona,41.4020719,2.1759654
422,3 Focs,619,4.0,Carrer  de Valencia 207 Barcelona,Barcelona,41.3902658,2.15992
423,La Bella Napoli,459,4.0,Carrer VILLARROEL 101 Barcelona,Barcelona,41.3850552,2.1567958
424,Restaurante Seoul,415,4.5,Avenida gaudi70 Barcelona,Barcelona,,
425,Wine Mood,397,5.0,Villaroel 26  Barcelona,Barcelona,41.7157918,2.6873912
426,BLAI TONIGHT,519,4.5,Carrer  BLAI 23 25  Barcelona,Barcelona,41.3734583,2.1650747
427,Ca l'isidre,441,4.5,Carrer De les Flors 12  Barcelona,Barcelona,41.3759578,2.1682015
428,Yashima,503,4.0,Avda  Josep Tarradellas 145  Barcelona,Barcelona,41.3116979,2.0166259
429,Arrosseria Xàtiva Gràcia,830,4.0,Carrer  Torrent d en Vidalet 26 Barcelona,Barcelona,41.4038352,2.1596912
430,Elche,1084,4.0,Vila I Vila 71 Barcelona,Barcelona,41.3824476,2.1172078
431,L'Escamarlà,737,3.0,Passeig Maritim 40 Barcelona,Barcelona,41.6388198,2.7333148
432,Bismillah Kebabish,287,4.5,22 Carrer de Joaquin Costa  Barcelona,Barcelona,41.3819856,2.1664942
433,Baluard Barceloneta,432,4.5,Baluard 38 40 baixos  Barcelona,Barcelona,,
434,L'olivera,489,4.5,Carrer Dels Escultors Claperos 39  Barcelona,Barcelona,41.4058547,2.1893093
435,The Green Spot,783,4.0,Carrer  de la Reina Cristina 12  Barcelona,Barcelona,41.381876,2.1836445
436,LomoAlto BCN,685,4.0,Carrer Arago 283 285  Barcelona,Barcelona,41.5239718,2.2380047
437,Mamarosa Beach,774,3.5,Passeig Mare Nostrum 19 21 Barcelona,Barcelona,41.3691463,2.1899766
438,Sushiraku,207,4.5,08036  Barcelona,Barcelona,41.390409488191864,2.151555257853916
439,Com a Itàlia,323,4.5,Carrer  Sant Quinti 39 Barcelona,Barcelona,41.4155407,2.175214
440,La Pizza del Born,528,4.0,Pàsseig del Born 22 Barcelona,Barcelona,41.3845664,2.1828742
441,el tianguis,334,4.0,Villarroel 42  Barcelona,Barcelona,41.38253365,2.1608243136869922
442,Teddy's Barcelona,894,5.0,Carrer Escudellers 12  Barcelona,Barcelona,41.3803169,2.1762014
443,Xerta Restaurant,458,4.0,Carrer  Corsega 289 Barcelona,Barcelona,41.394569,2.1565496
444,Vic Braseria,1056,4.5,Sicilia 202  Barcelona,Barcelona,41.3972342,2.1795502268960916
445,Casa Rafols,988,4.5,Ronda Sant Pere 74  Barcelona,Barcelona,41.391182,2.1792248
446,Granja Elena,363,4.5,Passeig de la zona Franca 228  Barcelona,Barcelona,41.3627782,2.1375427525456923
447,La Lluna Restaurant,642,4.0,Carrer  Santa Anna 20 Barcelona,Barcelona,41.4944635,2.1415431
448,El Gran Cafè,1271,3.5,Carrer d Avinyó 9 Barcelona,Barcelona,41.3813599,2.1763298
449,Marina Port Vell Restaurant,570,4.0,Moll de la Barceloneta 1  Barcelona,Barcelona,41.380541,2.186187
450,El Mercader de L'Eixample,510,4.0,Carrer Mallorca 239 Barcelona,Barcelona,41.4936096,2.1863173
451,Casa Masana,588,3.5,Carrer de Balmes 129 Barcelona,Barcelona,41.3929979,2.1574889
452,Lateral Bcn,546,3.5,Carrer de Consell de Cent 329  Barcelona,Barcelona,41.5393725,2.2716073
453,Ristorante Meraviglioso,302,4.5,Carrer de Valencia 28  Barcelona,Barcelona,41.3799477,2.1466305
454,Raco De La Vila,1325,4.0,Carrer  Ciutat De Granada 33 Barcelona,Barcelona,41.4040457,2.1907711
455,Big Al's American Kitchen,707,4.5,Corsega 178  Barcelona,Barcelona,41.3894699,2.1502954
456,BRO,877,4.5,Baluard 34  Barcelona,Barcelona,41.3803721,2.1887387
457,Casa Delfin,1794,4.0,Passeig del Born 36 Barcelona,Barcelona,41.3847576,2.1828059042477834
458,ABaC,2191,4.5,Avinguda Tibidabo 1 Barcelona,Barcelona,41.5827536,2.2353701
459,The Market Perú,635,4.0,Carrer Gran de Gràcia 7 Barcelona,Barcelona,41.4020235,2.1530924
460,Bar Restaurante Guixot,223,4.5,Riereta 8 Barcelona,Barcelona,41.3785996,2.1675992
461,Petit Pau Restaurant,833,4.5,Carrer de l Espanya Industrial num  22  Barcelona,Barcelona,,
462,Nuba,662,3.5,Carrer  Doctor Fleming 12 14 Barcelona,Barcelona,42.0115374,1.8438965
463,Restaurante Biocenter,743,4.0,Pintor Fortuny 25 Barcelona,Barcelona,41.3825765,2.1694364
464,Abrassame,1582,4.0,Gran Via de Las Corts Catalanes 373 385 Barcelona,Barcelona,,
465,Casa de Tapas Cañota,1583,4.0,Lleida 7  Barcelona,Barcelona,41.5407396,2.2122634
466,Pomarada,513,4.0,Passeig de Gracia 78  Barcelona,Barcelona,41.3938813,2.1632707
467,El Rincón de la Abuela Venezolana,333,4.0,Carrer  Mallorca 470 Barcelona,Barcelona,41.4936096,2.1863173
468,L'Antic Bocoi del Gotic,997,4.5,Baixada de Viladecols 3 Barcelona,Barcelona,41.3820812,2.1794256
469,Euskal Etxea,1377,4.0,Placeta de Montcada 1 Barcelona,Barcelona,41.3845278,2.1819636
470,Majide,297,4.0,Carrer Tallers48 bis Barcelona,Barcelona,,
471,Sagardi BCN Centre,432,4.0,Carrer de Muntaner 70 Barcelona,Barcelona,41.387355400000004,2.1590481060545366
472,Bar Celta Pulperia,1046,4.0,Carrer Simo Oller 3 Barcelona,Barcelona,41.3798881,2.1800552
473,Pulpería A'Gudiña,488,4.0,Carrer d Entença 2  Barcelona,Barcelona,41.3755165,2.1563351
474,Balthazar,952,3.5,Rossello 189 Barcelona,Barcelona,41.391846,2.1551614
475,Rangoli,609,4.0,Passeig Joan de Borbo 78  Barcelona,Barcelona,41.37477585,2.1884251791453435
476,Orio Gòtic,1656,4.0,Carrer de Ferran 38 Barcelona,Barcelona,41.3819545,2.1763606
477,Mussol Arenas,1181,3.5,Carrer  Gran Via de les Corts Catalanes  Barcelona,Barcelona,41.7185947,2.6773112
478,La Botiga Arenas,1162,3.5,Gran Via de les Corts Catalanes 373 385 Barcelona,Barcelona,41.376315649999995,2.1493205999999994
479,The Coffee House Barcelona,121,5.0,Carrer Valencia 143 Barcelona,Barcelona,41.6051452,2.3006586
480,The Wild Rover Irish Pub Barcelona,391,4.5,Carrer Santa Monica 2 Barcelona,Barcelona,41.3264546,1.9263182386894737
481,Memorias de China,299,4.0,Carrer de Lincoln 17  Barcelona,Barcelona,41.4004506,2.1499322
482,La Monroe,513,4.0,Placa Salvador Segui 1 9  Barcelona,Barcelona,41.378512650000005,2.170965940430206
483,Frankie Gallo Cha Cha Cha,335,4.0,Marques De Barbera 15  Barcelona,Barcelona,41.3787183,2.1726365
484,Brugarol Barcelona,326,5.0,Carrer de Salomó Ben Adret 10 Barcelona,Barcelona,41.3827532,2.175735
485,Shibui,560,3.5,Carrer Comte d Urgell Barcelona,Barcelona,41.3296319,1.9331417
486,El Yantar de la Ribera,442,4.0,Roger de Flor 114  Barcelona,Barcelona,41.3926005,2.1813777
487,La Muscleria,896,4.0,Mallorca 290 Barcelona,Barcelona,41.3964349,2.1662057
488,Woki Organic Market,784,4.0,Ronda Universitat 20 Barcelona,Barcelona,41.3867942,2.167712
489,Madre Lievito,514,4.0,Carrer de la Llacuna 1 Barcelona,Barcelona,41.3976567,2.2033083
490,Ukai Eixample,429,4.0,Carrer  Mallorca 188  Barcelona,Barcelona,41.4936096,2.1863173
491,Chez Coco,557,4.0,Diagonal 465 Barcelona,Barcelona,41.387922250526316,2.12742262
492,La Central Hamburgueseria - Laietana,1104,4.5,Via Laietana 45 Barcelona,Barcelona,41.3867481,2.1749518
493,Ascent Restaurant,418,4.5,Carrer dels Arcs 10  Barcelona,Barcelona,41.38485705,2.1746854240559887
494,Abirradero,561,4.5,Carrer Vila i Vila 77 Barcelona,Barcelona,41.3741835,2.1683838
495,Sensi Bistro Barcelona,2123,4.5,Carrer del Regomir 4  Barcelona,Barcelona,41.3814609,2.1789786
496,El 58,1332,4.5,Rambla del Poblenou 58 Barcelona,Barcelona,41.4004427,2.2022947
497,Horchateria Sirvent,175,4.5,Carrer  Parlament 56 Barcelona,Barcelona,41.3773962,2.1640074
498,La Paradeta El Born,1748,4.5,Carrer Comercial 7 Barcelona,Barcelona,41.386252,2.1839263
499,Bordeaux - Cuina Oberta,332,4.5,Carrer Del Taquigraf Garriga 34 Barcelona,Barcelona,41.5387347,1.8662983
500,Casa Guinart,1127,4.0,Ramblas 95 Barcelona,Barcelona,24.8328271,-107.4338551
501,La Catrina de Barcelona,225,4.5,Carrer Sardenya 196  Barcelona,Barcelona,41.5298238,2.0708297
502,Flaherty's Irish Pub,1713,4.5,Plaza Joaquim Xirau  Barcelona,Barcelona,41.3713457,2.1892623671651092
503,Firo Tast,361,4.0,Avenida Gaudí 83  Barcelona,Barcelona,,
504,The Chipiron,1509,3.5,Maremagnum  Moll D Espanya  Port Vell   Barcelona,Barcelona,,
505,La Foga,991,4.5,Passeig De Sant Joan 32 Barcelona,Barcelona,41.3930809,2.1783561
506,McDonald's,390,3.0,Carrer  Pelai 62  Barcelona,Barcelona,41.3857905,2.1675722
507,El Tiet Taver-Teca Taverna Gastronomica,356,4.5,Corsega 382  Barcelona,Barcelona,41.3994207,2.1633957
508,Chill Bar Barcelona,1023,4.5,Carrer  Provenca 424  Barcelona,Barcelona,41.5294834,2.0683511
509,Topik,488,4.0,Carrer  Valencia 199 Barcelona,Barcelona,41.6051452,2.3006586
510,"SAGÀS - Pagesos, Cuiners & Co.",473,4.0,Pla de Palau 13 Barcelona,Barcelona,41.3833296,2.18343
511,Alsur Cafe,979,4.0,Plaça de Sant Cugat 1  Barcelona,Barcelona,41.3864444,2.1800779
512,Asador de Aranda Pau Claris,641,4.0,Carrer  Pau Claris 70  Barcelona,Barcelona,41.9137074,2.2301625
513,Las Mañanitas - Tex Mex Bcn,471,4.0,Gran Via de les Cortes Catalanes 715  Barcelona,Barcelona,,
514,Entrepanes Diaz,341,4.0,Carrer  Pau Claris 189 Barcelona,Barcelona,41.9137074,2.2301625
515,El Nacional - La Braseria,632,3.5,Passeig de Gracia 24 bis  Barcelona,Barcelona,41.3905227,2.1682552
516,Wakasa,184,4.5,Napols 287 Barcelona,Barcelona,41.40282517017544,2.1693703578947368
517,Prado de Flores,703,4.0,Carrer  Santa Anna 11 Barcelona,Barcelona,41.4944635,2.1415431
518,SantaGula,965,4.5,Plaza Narcís Oller 3 Barcelona,Barcelona,,
519,Assunta Barcelona,314,4.5,Carrer de Provença 300 Barcelona,Barcelona,41.3953346,2.1624519
