,0
41324,u
41325,one
41326,reason
41327,went
41328,back
41329,treated
41330,u
41331,well
41332,helped
41333,u
41334,lot
41335,menu
41336,friend
41337,favorite
41338,pimiento
41339,padron
41340,something
41341,like
41342,mine
41343,potato
41344,chip
41345,egg
41346,jamon
41347,dont
41348,know
41349,called
41350,mention
41351,sangria
41352,least
41353,per
41354,night
41355,worth
41356,go
41357,friend
41358,order
41359,many
41360,many
41361,tapa
41362,share
41363,get
41364,taste
41365,everything
41366,thing
41367,didnt
41368,like
41369,foie
41370,gras
41371,cod
41372,croquette
41373,also
41374,dont
41375,forget
41376,dessert
41377,get
41378,many
41379,good
41380,amongst
41381,way
41382,many
41383,tourist
41384,trap
41385,around
41386,area
41387,great
41388,authentic
41389,experience
41390,desert
41391,great
41392,highlight
41393,must
41394,leave
41395,room
41396,arrived
41397,restaurant
41398,around
41399,many
41400,people
41401,waiting
41402,make
41403,sure
41404,dont
41405,go
41406,hungry
41407,p
41408,food
41409,good
41410,quick
41411,service
41412,great
41413,staff
41414,attentive
41415,price
41416,reasonably
41417,excellent
41418,tapa
41419,friendly
41420,staff
41421,reasonable
41422,price
41423,would
41424,highly
41425,recommend
41426,restaurant
41427,suggested
41428,u
41429,hotel
41430,traditional
41431,tapa
41432,think
41433,meant
41434,traditional
41435,tapa
41436,dish
41437,patatas
41438,bravas
41439,padron
41440,pepper
41441,iberico
41442,ham
41443,dont
41444,fooled
41445,thinking
41446,hour
41447,half
41448,wait
41449,mean
41450,food
41451,fantastic
41452,disappointed
41453,reception
41454,area
41455,hostess
41456,taking
41457,name
41458,table
41459,doesnt
41460,work
41461,mean
41462,lot
41463,lot
41464,people
41465,cant
41466,imagine
41467,enjoyable
41468,people
41469,sat
41470,trying
41471,eat
41472,bar
41473,either
41474,food
41475,okay
41476,average
41477,tapa
41478,place
41479,recommended
41480,u
41481,local
41482,said
41483,sure
41484,good
41485,experience
41486,well
41487,indeed
41488,place
41489,hit
41490,rather
41491,large
41492,still
41493,full
41494,minute
41495,wait
41496,definitely
41497,worth
41498,wait
41499,tapa
41500,good
41501,quality
41502,portion
41503,everything
41504,fresh
41505,service
41506,good
41507,huevos
41508,estrellados
41509,exceptional
41510,string
41511,fry
41512,first
41513,try
41514,little
41515,hot
41516,dog
41517,bacon
41518,padrón
41519,pepper
41520,awesome
41521,overall
41522,excellent
41523,experience
41524,saw
41525,recommended
41526,online
41527,wanted
41528,try
41529,ate
41530,early
41531,early
41532,flight
41533,next
41534,day
41535,result
41536,line
41537,short
41538,waited
41539,minute
41540,table
41541,tomato
41542,bread
41543,mixed
41544,tapa
41545,plate
41546,great
41547,starting
41548,point
41549,ordered
41550,additional
41551,thing
41552,liked
41553,garlic
41554,clam
41555,waiter
41556,recommended
41557,egg
41558,chip
41559,tried
41560,also
41561,bread
41562,pudding
41563,dessert
41564,excellent
41565,atmosphere
41566,bustling
41567,hour
41568,lot
41569,family
41570,child
41571,tucked
41572,away
41573,table
41574,relatively
41575,calm
41576,quiet
41577,enjoyable
41578,meal
41579,staple
41580,annual
41581,visit
41582,barcelona
41583,weve
41584,coming
41585,every
41586,year
41587,first
41588,lunch
41589,time
41590,remind
41591,u
41592,love
41593,barca
41594,catalan
41595,food
41596,superb
41597,iberian
41598,ham
41599,potato
41600,bravas
41601,garlic
41602,shrimp
41603,great
41604,service
41605,favorite
41606,local
41607,fourth
41608,time
41609,restaurant
41610,everytime
41611,come
41612,always
41613,great
41614,experience
41615,time
41616,fresh
41617,great
41618,food
41619,excellent
41620,atmosphere
41621,staff
41622,enjoyed
41623,excellent
41624,tapa
41625,mini
41626,burger
41627,beef
41628,terderloin
41629,spanish
41630,omlette
41631,etc
41632,great
41633,recommend
41634,big
41635,time
41636,food
41637,good
41638,always
41639,service
41640,hand
41641,terrible
41642,waiter
41643,helpful
41644,murmuring
41645,spanish
41646,like
41647,tourist
41648,best
41649,thing
41650,change
41651,occupation
41652,best
41653,food
41654,ever
41655,tried
41656,today
41657,return
41658,tomorrow
41659,delicious
41660,seafood
41661,extremely
41662,fresh
41663,wait
41664,least
41665,place
41666,wait
41667,regret
41668,spending
41669,two
41670,week
41671,barcelona
41672,surrounding
41673,city
41674,truly
41675,say
41676,average
41677,place
41678,best
41679,struggled
41680,whether
41681,star
41682,rating
41683,patron
41684,tourist
41685,food
41686,lot
41687,really
41688,good
41689,place
41690,touristy
41691,area
41692,barcelona
41693,seafood
41694,seemed
41695,average
41696,none
41697,dish
41698,really
41699,stood
41700,party
41701,tasted
41702,several
41703,dish
41704,wasnt
41705,bad
41706,luck
41707,couple
41708,tapa
41709,service
41710,fine
41711,id
41712,recommend
41713,going
41714,elsewhere
41715,visited
41716,little
41717,simpler
41718,restaurant
41719,spontaneously
41720,walk
41721,city
41722,became
41723,pleasantly
41724,surprised
41725,food
41726,way
41727,expectation
41728,good
41729,staff
41730,friendly
41731,pleased
41732,amazing
41733,tapa
41734,experience
41735,well
41736,worth
41737,one
41738,hour
41739,restaurant
41740,busy
41741,making
41742,superb
41743,atmosphere
41744,service
41745,fantastic
41746,food
41747,beautiful
41748,personally
41749,recommend
41750,cabreaos
41751,egg
41752,style
41753,beef
41754,tenderloin
41755,must
41756,take
41757,opportunity
41758,thank
41759,michelle
41760,young
41761,lady
41762,front
41763,house
41764,despite
41765,put
41766,rude
41767,people
41768,unwilling
41769,wait
41770,hour
41771,smiled
41772,throughout
41773,friendly
41774,enjoyed
41775,experience
41776,much
41777,actually
41778,went
41779,back
41780,next
41781,night
41782,round
41783,absolute
41784,must
41785,tapa
41786,lover
41787,heading
41788,barcelona
41789,visited
41790,barcelona
41791,romantic
41792,get
41793,away
41794,boyfriend
41795,wanted
41796,try
41797,traditional
41798,tapa
41799,read
41800,restaurant
41801,blog
41802,waited
41803,hour
41804,min
41805,completely
41806,worth
41807,much
41808,came
41809,back
41810,next
41811,night
41812,wait
41813,min
41814,food
41815,incredible
41816,delicious
41817,dish
41818,u
41819,definitely
41820,recommend
41821,huevos
41822,egg
41823,dish
41824,combination
41825,fry
41826,egg
41827,ketchup
41828,tasted
41829,unbelievable
41830,beef
41831,tenderloin
41832,particularly
41833,nice
41834,well
41835,ham
41836,plate
41837,bread
41838,tomato
41839,waitress
41840,waiter
41841,front
41842,house
41843,friendly
41844,welcoming
41845,price
41846,great
41847,overall
41848,fantastic
41849,experience
41850,would
41851,recommend
41852,everybody
41853,everything
41854,great
41855,worth
41856,wait
41857,disappointed
41858,tapa
41859,price
41860,reasonable
41861,service
41862,also
41863,great
41864,much
41865,tourist
41866,expect
41867,tradicional
41868,full
41869,foreign
41870,nerd
41871,food
41872,service
41873,good
41874,visited
41875,three
41876,teenage
41877,grandchild
41878,first
41879,tapa
41880,experience
41881,loved
41882,beef
41883,tenderloin
41884,prawn
41885,mixed
41886,plate
41887,delicious
41888,wait
41889,minute
41890,well
41891,worth
41892,would
41893,go
41894,back
41895,enjoy
41896,weve
41897,arrived
41898,beginning
41899,october
41900,tourist
41901,season
41902,end
41903,reservation
41904,without
41905,wait
41906,free
41907,table
41908,minute
41909,signed
41910,notebook
41911,couldnt
41912,get
41913,front
41914,u
41915,also
41916,time
41917,walk
41918,around
41919,restaurant
41920,fully
41921,occupied
41922,crowded
41923,made
41924,atmosphere
41925,local
41926,restaurant
41927,price
41928,around
41929,higher
41930,tapa
41931,bar
41932,visited
41933,dish
41934,well
41935,great
41936,hotspot
41937,definitely
41938,need
41939,pay
41940,visit
41941,barcelona
41942,loved
41943,tapa
41944,variety
41945,uniqueness
41946,taste
41947,late
41948,night
41949,dinner
41950,fantastic
41951,place
41952,offered
41953,various
41954,type
41955,tapa
41956,unique
41957,delicious
41958,friendly
41959,staff
41960,place
41961,extremely
41962,crowded
41963,wait
41964,around
41965,get
41966,seated
41967,found
41968,spot
41969,bar
41970,ordered
41971,food
41972,directly
41973,soon
41974,get
41975,close
41976,place
41977,tell
41978,one
41979,barcelona
41980,hottest
41981,spot
41982,always
41983,queue
41984,get
41985,packed
41986,local
41987,turista
41988,alike
41989,perfect
41990,good
41991,reason
41992,place
41993,serf
41994,best
41995,tapa
41996,town
41997,rated
41998,ive
41999,never
42000,anything
42001,amazing
42002,tapa
42003,believe
42004,bit
42005,expensive
42006,side
42007,well
42008,worth
42009,given
42010,chance
42011,visit
42012,barcelona
42013,definitely
42014,eat
42015,restaurant
42016,busy
42017,yes
42018,worth
42019,waiting
42020,time
42021,everything
42022,ordered
42023,delicious
42024,sangria
42025,superb
42026,hit
42027,huevos
42028,cambreros
42029,burger
42030,great
42031,recent
42032,trip
42033,barcelona
42034,brought
42035,friend
42036,mine
42037,story
42038,place
42039,didnt
42040,disappoint
42041,everything
42042,delicious
42043,choose
42044,different
42045,kind
42046,tapa
42047,rich
42048,menu
42049,expected
42050,wait
42051,large
42052,group
42053,people
42054,waited
42055,hour
42056,definitely
42057,back
42058,top
42059,pick
42060,whenever
42061,visit
42062,barcelona
42063,latest
42064,weekend
42065,break
42066,visited
42067,restaurant
42068,le
42069,three
42070,occasion
42071,remembered
42072,last
42073,time
42074,amazing
42075,tapa
42076,particular
42077,loved
42078,fried
42079,anchovy
42080,gras
42081,dish
42082,mini
42083,hamburger
42084,pinxos
42085,display
42086,really
42087,busy
42088,great
42089,atmosphere
42090,worth
42091,booking
42092,table
42093,though
42094,perfect
42095,eating
42096,traditional
42097,tapa
42098,good
42099,price
42100,feel
42101,stolen
42102,serve
42103,quality
42104,food
42105,good
42106,portion
42107,perfect
42108,go
42109,family
42110,friend
42111,good
42112,food
42113,also
42114,extensive
42115,menu
42116,beer
42117,needed
42118,say
42119,staff
42120,pleasant
42121,local
42122,modern
42123,air
42124,lose
42125,essence
42126,recommend
42127,go
42128,evening
42129,dinner
42130,share
42131,nice
42132,time
42133,enjoying
42134,restaurant
42135,great
42136,popular
42137,may
42138,wait
42139,minute
42140,worth
42141,wait
42142,sangria
42143,best
42144,ever
42145,tasted
42146,food
42147,incredible
42148,well
42149,really
42150,impressed
42151,woman
42152,syndrome
42153,working
42154,waitress
42155,impressed
42156,seen
42157,america
42158,yet
42159,travel
42160,worked
42161,people
42162,syndrome
42163,others
42164,special
42165,need
42166,really
42167,made
42168,excited
42169,see
42170,country
42171,encouraged
42172,great
42173,work
42174,environment
42175,staff
42176,helping
42177,awesome
42178,job
42179,waiting
42180,table
42181,cleaning
42182,table
42183,customer
42184,suppose
42185,shouldnt
42186,surprised
42187,impressed
42188,hope
42189,expect
42190,see
42191,often
42192,sadly
42193,overall
42194,restaurant
42195,one
42196,best
42197,experience
42198,honeymoon
42199,november
42200,september
42201,wasnt
42202,option
42203,drop
42204,menu
42205,every
42206,time
42207,come
42208,barcelona
42209,first
42210,place
42211,go
42212,tapa
42213,excellent
42214,every
42215,single
42216,one
42217,staff
42218,professional
42219,welcoming
42220,atmosphere
42221,nice
42222,casual
42223,arrived
42224,without
42225,reservation
42226,early
42227,enough
42228,secure
42229,table
42230,two
42231,leisurely
42232,meal
42233,service
42234,almost
42235,efficient
42236,however
42237,enjoyable
42238,menu
42239,extensive
42240,chose
42241,mixed
42242,tapa
42243,hindsight
42244,wouldnt
42245,nothing
42246,wrong
42247,adventurous
42248,part
42249,tasty
42250,food
42251,nice
42252,wine
42253,good
42254,service
42255,reasonably
42256,priced
42257,whats
42258,like
42259,tapa
42260,list
42261,special
42262,shorter
42263,le
42264,original
42265,used
42266,however
42267,food
42268,still
42269,pretty
42270,decent
42271,come
42272,fast
42273,price
42274,reasonable
42275,furthermore
42276,open
42277,day
42278,popular
42279,customer
42280,segment
42281,either
42282,full
42283,normal
42284,hour
42285,foreign
42286,customer
42287,spanish
42288,eating
42289,hour
42290,long
42291,queue
42292,service
42293,staff
42294,like
42295,place
42296,efficient
42297,even
42298,lacking
42299,charm
42300,first
42301,stop
42302,barcelona
42303,tapa
42304,indulging
42305,disappointed
42306,heard
42307,spot
42308,first
42309,try
42310,hesitant
42311,wait
42312,meal
42313,first
42314,evening
42315,went
42316,place
42317,name
42318,list
42319,waited
42320,minute
42321,seated
42322,restaurant
42323,one
42324,bottle
42325,red
42326,serve
42327,bottle
42328,value
42329,met
42330,need
42331,enjoyed
42332,everything
42333,menu
42334,could
42335,though
42336,creme
42337,brulee
42338,brought
42339,tear
42340,eye
42341,savory
42342,ordered
42343,second
42344,please
42345,go
42346,enjoy
42347,else
42348,add
42349,review
42350,place
42351,great
42352,food
42353,fantastic
42354,service
42355,quick
42356,polite
42357,great
42358,lunch
42359,dinner
42360,one
42361,night
42362,went
42363,pas
42364,restaurant
42365,way
42366,home
42367,tuesday
42368,night
42369,place
42370,still
42371,buzzing
42372,night
42373,fantastic
42374,place
42375,popular
42376,question
42377,even
42378,monday
42379,night
42380,arrived
42381,min
42382,wait
42383,quite
42384,early
42385,spain
42386,dinner
42387,get
42388,little
42389,youre
42390,hungry
42391,worth
42392,wait
42393,sangria
42394,tasty
42395,lethal
42396,havent
42397,eaten
42398,anything
42399,food
42400,come
42401,quick
42402,extensive
42403,menu
42404,reasonable
42405,price
42406,walked
42407,full
42408,without
42409,feeling
42410,wallet
42411,emptied
42412,beef
42413,tenderloin
42414,potatas
42415,bravas
42416,worth
42417,mention
42418,place
42419,immense
42420,wife
42421,loved
42422,food
42423,restaurant
42424,busy
42425,vibe
42426,great
42427,atmosphere
42428,recommended
42429,go
42430,friend
42431,good
42432,went
42433,back
42434,second
42435,evening
42436,must
42437,note
42438,busy
42439,arrive
42440,speak
42441,lovely
42442,lady
42443,taking
42444,booking
42445,tell
42446,long
42447,seat
42448,visit
42449,told
42450,hour
42451,wait
42452,put
42453,name
42454,left
42455,enjoy
42456,stroll
42457,nearby
42458,returned
42459,min
42460,later
42461,seated
42462,right
42463,away
42464,staff
42465,friendly
42466,helped
42467,make
42468,suggestion
42469,ordering
42470,well
42471,lastly
42472,price
42473,reasonable
42474,well
42475,wife
42476,ate
42477,like
42478,royalty
42479,still
42480,left
42481,back
42482,early
42483,sunday
42484,evening
42485,everything
42486,place
42487,magically
42488,relaxing
42489,see
42490,raw
42491,material
42492,tapa
42493,order
42494,bar
42495,sit
42496,outside
42497,street
42498,food
42499,fresh
42500,tasty
42501,enjoyed
42502,razor
42503,clam
42504,greatly
42505,fresh
42506,tasted
42507,sweet
42508,another
42509,favorite
42510,wild
42511,mushroom
42512,raw
42513,egg
42514,top
42515,dish
42516,extremely
42517,inexpensive
42518,completely
42519,got
42520,relaxed
42521,full
42522,day
42523,walking
42524,cool
42525,sangria
42526,amazingly
42527,tasty
42528,beautiful
42529,tapa
42530,must
42531,say
42532,spanish
42533,know
42534,enjoy
42535,life
42536,another
42537,tapa
42538,place
42539,great
42540,food
42541,go
42542,super
42543,fast
42544,super
42545,super
42546,busy
42547,noisy
42548,maybe
42549,better
42550,group
42551,friend
42552,family
42553,romantic
42554,dinner
42555,found
42556,restaurant
42557,though
42558,review
42559,tripadvisor
42560,far
42561,avenue
42562,diagonal
42563,quite
42564,large
42565,outside
42566,table
42567,however
42568,road
42569,much
42570,sat
42571,next
42572,choose
42573,eat
42574,indoors
42575,even
42576,restaurant
42577,busy
42578,although
42579,wait
42580,table
42581,bigger
42582,party
42583,wait
42584,minsservice
42585,quick
42586,clearly
42587,like
42588,get
42589,feel
42590,rushed
42591,leave
42592,staff
42593,attentive
42594,quick
42595,food
42596,good
42597,tapa
42598,enjoyed
42599,dish
42600,tried
42601,sangria
42602,potent
42603,others
42604,good
42605,meal
42606,pleased
42607,restaurant
42608,suggest
42609,probably
42610,get
42611,busy
42612,later
42613,evening
42614,dont
42615,think
42616,book
42617,get
42618,early
42619,prepared
42620,wait
42621,found
42622,place
42623,google
42624,map
42625,area
42626,luckily
42627,got
42628,table
42629,lunch
42630,crowded
42631,big
42632,place
42633,staff
42634,welcoming
42635,friendly
42636,food
42637,delicious
42638,happy
42639,find
42640,salad
42641,patatas
42642,bravas
42643,coquette
42644,octopus
42645,egg
42646,dish
42647,cant
42648,remember
42649,one
42650,main
42651,one
42652,good
42653,could
42654,also
42655,go
42656,pick
42657,tapa
42658,bar
42659,display
42660,great
42661,place
42662,post
42663,review
42664,husband
42665,came
42666,serious
42667,upset
42668,stomach
42669,let
42670,start
42671,positive
42672,clearly
42673,place
42674,buzzing
42675,huge
42676,fan
42677,following
42678,queue
42679,reached
42680,around
42681,pm
42682,monday
42683,expected
42684,waiting
42685,time
42686,hr
42687,didnt
42688,deter
42689,enthusiast
42690,plus
42691,arent
42692,dying
42693,hunger
42694,lot
42695,around
42696,many
42697,fashion
42698,brand
42699,store
42700,road
42701,next
42702,door
42703,hour
42704,easily
42705,managed
42706,lady
42707,making
42708,reservation
42709,think
42710,name
42711,michele
42712,really
42713,professional
42714,polite
42715,wonderful
42716,even
42717,though
42718,would
42719,say
42720,hr
42721,way
42722,said
42723,made
42724,seem
42725,much
42726,lesser
42727,went
42728,back
42729,around
42730,taken
42731,table
42732,hanging
42733,around
42734,min
42735,server
42736,helpful
42737,dont
42738,know
42739,spanish
42740,lady
42741,took
42742,order
42743,explained
42744,u
42745,many
42746,dish
42747,today
42748,special
42749,menu
42750,translating
42751,english
42752,rapidly
42753,though
42754,playful
42755,sweet
42756,yr
42757,old
42758,ordered
42759,many
42760,thing
42761,expected
42762,tapa
42763,mostly
42764,recommendation
42765,staff
42766,garlic
42767,prawn
42768,croquette
42769,aubergine
42770,pepper
42771,goat
42772,cheese
42773,bravas
42774,fish
42775,fired
42776,green
42777,pepper
42778,asparagus
42779,mushroom
42780,sangria
42781,jug
42782,food
42783,taste
42784,ok
42785,though
42786,croquette
42787,asparagus
42788,mushroom
42789,good
42790,please
42791,nothing
42792,die
42793,like
42794,claim
42795,rest
42796,pretty
42797,flavourless
42798,could
42799,cuisine
42800,ill
42801,hv
42802,see
42803,try
42804,place
42805,finished
42806,total
42807,amount
42808,food
42809,drink
42810,like
42811,would
42812,say
42813,decent
42814,ambience
42815,place
42816,trouble
42817,started
42818,reached
42819,home
42820,husband
42821,came
42822,upset
42823,stomach
42824,tell
42825,u
42826,mine
42827,pretty
42828,tough
42829,one
42830,thing
42831,ate
42832,evening
42833,food
42834,ice
42835,cream
42836,hour
42837,hagendaz
42838,would
42839,say
42840,totally
42841,avoidable
42842,may
42843,bad
42844,day
42845,sangria
42846,fantastic
42847,grilled
42848,prawn
42849,andalusian
42850,baby
42851,squid
42852,unforgettable
42853,min
42854,wait
42855,even
42856,though
42857,arrived
42858,worth
42859,wait
42860,though
42861,really
42862,lovely
42863,tapa
42864,fast
42865,service
42866,obvious
42867,plus
42868,interesting
42869,like
42870,mushroom
42871,asparagus
42872,plus
42873,chip
42874,egg
42875,gorgeous
42876,shared
42877,tapa
42878,however
42879,dessert
42880,arrived
42881,beautifully
42882,presented
42883,head
42884,sharing
42885,yummy
42886,waited
42887,hour
42888,got
42889,high
42890,recommendation
42891,nice
42892,service
42893,like
42894,food
42895,think
42896,find
42897,food
42898,excellent
42899,average
42900,place
42901,big
42902,crowded
42903,food
42904,staff
42905,terrible
42906,sangria
42907,le
42908,worth
42909,money
42910,ive
42911,visited
42912,time
42913,last
42914,year
42915,always
42916,youre
42917,barcelona
42918,want
42919,good
42920,tapa
42921,wine
42922,really
42923,solid
42924,expensive
42925,great
42926,variety
42927,prepared
42928,show
42929,put
42930,name
42931,wait
42932,around
42933,min
42934,plan
42935,ahead
42936,staff
42937,always
42938,super
42939,helpful
42940,best
42941,tapa
42942,restaurant
42943,barcelona
42944,time
42945,wallet
42946,beware
42947,queue
42948,good
42949,service
42950,modern
42951,interior
42952,looking
42953,authentic
42954,local
42955,tapa
42956,asked
42957,local
42958,bartender
42959,idea
42960,recommended
42961,place
42962,arrived
42963,could
42964,see
42965,popular
42966,reserved
42967,table
42968,waited
42969,ordered
42970,much
42971,choose
42972,every
42973,dish
42974,arrived
42975,incredible
42976,tasty
42977,full
42978,flavour
42979,belly
42980,werent
42981,full
42982,would
42983,eaten
42984,best
42985,tapa
42986,ever
42987,topped
42988,jug
42989,champagne
42990,sangria
42991,service
42992,outstanding
42993,would
42994,highly
42995,recommend
42996,would
42997,certainly
42998,visit
42999,area
43000,family
43001,six
43002,ate
43003,nice
43004,meal
43005,several
43006,time
43007,last
43008,year
43009,still
43010,amazed
43011,high
43012,tapa
43013,quality
43014,affordable
43015,price
43016,drawback
43017,long
43018,waiting
43019,table
43020,person
43021,tip
43022,early
43023,yourre
43024,person
43025,recommended
43026,friendly
43027,efficient
43028,food
43029,quality
43030,tapa
43031,try
43032,sell
43033,upscale
43034,concept
43035,food
43036,definitely
43037,average
43038,priced
43039,get
43040,better
43041,taste
43042,quality
43043,le
43044,money
43045,one
43046,favorite
43047,tapa
43048,restaurant
43049,barcelona
43050,try
43051,snag
43052,seat
43053,tapa
43054,bar
43055,see
43056,offer
43057,spy
43058,people
43059,dish
43060,come
43061,try
43062,dish
43063,good
43064,across
43065,board
43066,quick
43067,service
43068,hectic
43069,bar
43070,area
43071,place
43072,stay
43073,extremely
43074,busy
43075,especially
43076,lunch
43077,hour
43078,pretty
43079,large
43080,dining
43081,area
43082,well
43083,good
43084,beer
43085,sangria
43086,must
43087,try
43088,passeig
43089,de
43090,gracia
43091,area
43092,really
43093,nice
43094,food
43095,busy
43096,many
43097,people
43098,staff
43099,really
43100,fast
43101,efficient
43102,food
43103,sangria
43104,nice
43105,simple
43106,would
43107,definitely
43108,recommend
43109,enjoyed
43110,tapa
43111,much
43112,bravas
43113,hit
43114,along
43115,potato
43116,egg
43117,mixed
43118,sangria
43119,better
43120,waited
43121,hour
43122,arriving
43123,come
43124,catalan
43125,fare
43126,mood
43127,nothing
43128,beat
43129,place
43130,service
43131,frantic
43132,food
43133,show
43134,time
43135,genuine
43136,good
43137,dont
43138,expect
43139,much
43140,sympathy
43141,empathy
43142,since
43143,catalan
43144,moody
43145,grumpy
43146,tourist
43147,food
43148,delicious
43149,dont
43150,go
43151,late
43152,little
43153,child
43154,told
43155,wait
43156,around
43157,busy
43158,waited
43159,hour
43160,sure
43161,people
43162,cut
43163,line
43164,see
43165,people
43166,arriving
43167,later
43168,got
43169,seated
43170,u
43171,visited
43172,restaurant
43173,time
43174,result
43175,good
43176,busy
43177,place
43178,honest
43179,particular
43180,nice
43181,sitting
43182,area
43183,always
43184,full
43185,nice
43186,bar
43187,sit
43188,enjoy
43189,meal
43190,like
43191,mentioned
43192,serf
43193,nice
43194,tapa
43195,good
43196,variety
43197,tasty
43198,feel
43199,like
43200,fast
43201,mass
43202,produced
43203,without
43204,stepping
43205,providing
43206,quality
43207,close
43208,good
43209,place
43210,eat
43211,bother
43212,travel
43213,order
43214,visit
43215,sure
43216,find
43217,evenly
43218,good
43219,place
43220,eat
43221,tapa
43222,neighbourhood
43223,staying
43224,hand
43225,best
43226,sushi
43227,entire
43228,life
43229,usually
43230,long
43231,cue
43232,get
43233,table
43234,worth
43235,everything
43236,menu
43237,delicious
43238,every
43239,barcelona
43240,trip
43241,would
43242,miss
43243,go
43244,anytime
43245,go
43246,back
43247,lovely
43248,lunch
43249,lucky
43250,didnt
43251,wait
43252,get
43253,table
43254,fresh
43255,seafood
43256,lovely
43257,dish
43258,asked
43259,recommendation
43260,local
43261,seated
43262,next
43263,u
43264,recommend
43265,tomato
43266,bread
43267,pan
43268,con
43269,tomate
43270,fish
43271,big
43272,selection
43273,amazing
43274,traditional
43275,spanish
43276,tapa
43277,great
43278,atmosphere
43279,place
43280,get
43281,busy
43282,time
43283,prepared
43284,short
43285,wait
43286,get
43287,seated
43288,sure
43289,add
43290,already
43291,said
43292,say
43293,go
43294,fry
43295,egg
43296,like
43297,best
43298,breakfast
43299,hash
43300,brown
43301,spicy
43302,real
43303,strong
43304,ketchup
43305,waited
43306,min
43307,told
43308,min
43309,told
43310,min
43311,hostess
43312,spot
43313,know
43314,bad
43315,went
43316,day
43317,day
43318,stay
43319,barcelona
43320,would
43321,gone
43322,time
43323,instead
43324,twice
43325,came
43326,group
43327,friend
43328,found
43329,server
43330,little
43331,pushy
43332,rushed
43333,could
43334,barely
43335,tell
43336,wanted
43337,got
43338,impatient
43339,wanted
43340,run
43341,example
43342,server
43343,suggested
43344,wanted
43345,liter
43346,sangria
43347,took
43348,boyfriend
43349,flagg
43350,explain
43351,want
43352,sangria
43353,food
43354,good
43355,lot
43356,flavour
43357,pretty
43358,pricy
43359,would
43360,suggest
43361,book
43362,table
43363,obviously
43364,popular
43365,restaurant
43366,queue
43367,long
43368,outside
43369,wednesday
43370,evening
43371,hadnt
43372,booked
43373,table
43374,decided
43375,return
43376,little
43377,earlier
43378,pm
43379,following
43380,day
43381,time
43382,seated
43383,quickly
43384,attended
43385,friendly
43386,waiter
43387,happy
43388,suggest
43389,item
43390,menu
43391,upon
43392,request
43393,chose
43394,fillet
43395,steak
43396,crisp
43397,bread
43398,deep
43399,fried
43400,cod
43401,ball
43402,pork
43403,pepper
43404,sandwich
43405,potatas
43406,bravas
43407,everything
43408,tasted
43409,absolutely
43410,fantastic
43411,sevice
43412,quick
43413,friendly
43414,although
43415,queue
43416,started
43417,forming
43418,outside
43419,time
43420,finished
43421,rushed
43422,staff
43423,highly
43424,recommend
43425,restaurant
43426,tasty
43427,authentic
43428,spanish
43429,tapa
43430,definitely
43431,visit
43432,loved
43433,place
43434,food
43435,good
43436,lucky
43437,get
43438,place
43439,bar
43440,saw
43441,people
43442,waiting
43443,long
43444,get
43445,table
43446,worth
43447,guess
43448,though
43449,place
43450,usually
43451,crowded
43452,get
43453,spot
43454,go
43455,early
43456,good
43457,time
43458,great
43459,variety
43460,tapa
43461,would
43462,specially
43463,recommend
43464,gump
43465,brochette
43466,beef
43467,montadito
43468,actually
43469,almost
43470,everything
43471,eat
43472,nice
43473,went
43474,hot
43475,summer
43476,evening
43477,wait
43478,bit
43479,cant
43480,book
43481,went
43482,elsewhere
43483,quick
43484,drink
43485,installed
43486,friendly
43487,efficient
43488,service
43489,waiter
43490,even
43491,advised
43492,u
43493,ordering
43494,much
43495,food
43496,simply
43497,magic
43498,dessert
43499,worth
43500,visit
43501,wont
43502,disappointed
43503,prawn
43504,overdone
43505,freshly
43506,cooked
43507,steak
43508,tough
43509,sangria
43510,sweet
43511,couldnt
43512,even
43513,get
43514,full
43515,glass
43516,left
43517,full
43518,pitcher
43519,table
43520,greek
43521,salad
43522,croquette
43523,one
43524,redeeming
43525,feature
43526,busy
43527,mediocre
43528,tapa
43529,bar
43530,kind
43531,hardworking
43532,waiter
43533,unfortunately
43534,still
43535,recommend
43536,excellent
43537,restaurant
43538,deserves
43539,michellin
43540,star
43541,arrive
43542,early
43543,full
43544,always
43545,always
43546,get
43547,opportunity
43548,eat
43549,delicious
43550,tapa
43551,delicious
43552,mini
43553,hamburger
43554,delicious
43555,mini
43556,lamb
43557,spectacular
43558,spanish
43559,tortilla
43560,excellent
43561,attention
43562,day
43563,barcelona
43564,went
43565,three
43566,time
43567,lot
43568,people
43569,really
43570,busy
43571,se
43572,decent
43573,wine
43574,list
43575,good
43576,food
43577,although
43578,got
43579,feeling
43580,foodchain
43581,rather
43582,good
43583,restaurant
43584,place
43585,best
43586,tapa
43587,ever
43588,stayed
43589,barcelona
43590,day
43591,eating
43592,went
43593,back
43594,another
43595,time
43596,co
43597,really
43598,good
43599,tip
43600,busy
43601,time
43602,go
43603,late
43604,mean
43605,dont
43606,worry
43607,barca
43608,everything
43609,open
43610,late
43611,always
43612,long
43613,wait
43614,table
43615,ignore
43616,crowd
43617,press
43618,desk
43619,inside
43620,door
43621,put
43622,name
43623,stay
43624,mill
43625,around
43626,bar
43627,try
43628,get
43629,seat
43630,menu
43631,exactly
43632,youll
43633,end
43634,getting
43635,better
43636,service
43637,rusty
43638,work
43639,bar
43640,left
43641,facing
43642,legend
43643,fast
43644,service
43645,great
43646,suggestion
43647,best
43648,thing
