,0
45939,service
45940,went
45941,tea
45942,around
45943,got
45944,early
45945,beat
45946,queue
45947,otherwise
45948,probably
45949,wait
45950,around
45951,table
45952,place
45953,good
45954,forgot
45955,take
45956,picture
45957,ate
45958,fast
45959,must
45960,try
45961,bread
45962,pudding
45963,dessert
45964,went
45965,get
45966,dinner
45967,loved
45968,tad
45969,high
45970,pricerange
45971,food
45972,quality
45973,nice
45974,went
45975,first
45976,night
45977,barcelona
45978,wait
45979,seemed
45980,lot
45981,local
45982,people
45983,eating
45984,service
45985,okay
45986,food
45987,great
45988,tapas
45989,loved
45990,spanish
45991,omelette
45992,vinegar
45993,sardines
45994,great
45995,staff
45996,good
45997,tapas
45998,beer
45999,selection
46000,wines
46001,noticed
46002,many
46003,patrons
46004,locals
46005,really
46006,know
46007,good
46008,tapas
46009,jordi
46010,outside
46011,manager
46012,waiter
46013,joel
46014,prompt
46015,attentive
46016,great
46017,barcelona
46018,dining
46019,experience
46020,amazing
46021,restaurant
46022,always
46023,busy
46024,busy
46025,reason
46026,worth
46027,wait
46028,table
46029,amazing
46030,food
46031,really
46032,friendly
46033,staff
46034,picked
46035,restaurant
46036,birthday
46037,dinner
46038,perfect
46039,wonderful
46040,night
46041,cerveceria
46042,catalana
46043,sat
46044,bar
46045,able
46046,ask
46047,questions
46048,order
46049,wonderful
46050,food
46051,went
46052,pm
46053,problem
46054,getting
46055,highly
46056,recommended
46057,end
46058,meal
46059,waiter
46060,stole
46061,item
46062,mine
46063,table
46064,notice
46065,one
46066,took
46067,table
46068,first
46069,thought
46070,mistake
46071,asked
46072,english
46073,see
46074,taken
46075,accident
46076,stated
46077,speak
46078,english
46079,even
46080,though
46081,spoken
46082,english
46083,throughout
46084,meal
46085,asked
46086,spanish
46087,saw
46088,item
46089,said
46090,idea
46091,talking
46092,people
46093,table
46094,saw
46095,holding
46096,item
46097,behind
46098,back
46099,trying
46100,hide
46101,always
46102,brought
46103,friends
46104,restaurant
46105,visit
46106,barcelona
46107,anymore
46108,good
46109,tapas
46110,beautiful
46111,restaurant
46112,went
46113,friday
46114,waited
46115,minutes
46116,seated
46117,everything
46118,ordered
46119,fabulous
46120,wait
46121,staff
46122,helpful
46123,explaining
46124,dishes
46125,us
46126,careful
46127,one
46128,party
46129,shellfish
46130,allergy
46131,would
46132,highly
46133,recommend
46134,ok
46135,let
46136,go
46137,straight
46138,tips
46139,section
46140,sure
46141,order
46142,ask
46143,recommend
46144,server
46145,fail
46146,tourist
46147,couple
46148,beside
46149,us
46150,ordered
46151,familiar
46152,typical
46153,calamari
46154,fried
46155,stuff
46156,regret
46157,kept
46158,saying
46159,food
46160,looked
46161,better
46162,tasted
46163,better
46164,line
46165,gets
46166,really
46167,long
46168,come
46169,early
46170,wifi
46171,popular
46172,restaurant
46173,eat
46174,see
46175,excellent
46176,food
46177,reasonable
46178,prices
46179,side
46180,ca
46181,book
46182,turn
46183,put
46184,name
46185,lists
46186,one
46187,inside
46188,one
46189,outside
46190,arrive
46191,told
46192,wait
46193,people
46194,would
46195,min
46196,stayed
46197,couple
46198,drinks
46199,bar
46200,end
46201,waited
46202,min
46203,worth
46204,food
46205,fantastic
46206,service
46207,fast
46208,got
46209,table
46210,pleased
46211,say
46212,bill
46213,turned
46214,even
46215,including
46216,bottle
46217,wine
46218,reasonable
46219,fact
46220,arrived
46221,catalan
46222,holiday
46223,weekend
46224,probably
46225,help
46226,popular
46227,locals
46228,well
46229,tourists
46230,go
46231,prepared
46232,wait
46233,came
46234,good
46235,looking
46236,food
46237,reviews
46238,bad
46239,experience
46240,started
46241,entrance
46242,queue
46243,wait
46244,ok
46245,around
46246,ten
46247,minutes
46248,lady
46249,door
46250,taking
46251,names
46252,beyond
46253,rude
46254,wrote
46255,name
46256,ten
46257,minutes
46258,later
46259,called
46260,names
46261,refused
46262,acknowledge
46263,us
46264,insisted
46265,names
46266,another
46267,couple
46268,incredibly
46269,rude
46270,us
46271,calling
46272,around
46273,response
46274,finally
46275,let
46276,us
46277,apology
46278,still
46279,acting
46280,trying
46281,cut
46282,line
46283,service
46284,slow
46285,one
46286,waiter
46287,rude
46288,reason
46289,tried
46290,order
46291,one
46292,glass
46293,sangria
46294,told
46295,could
46296,order
46297,litter
46298,tried
46299,order
46300,drinks
46301,ask
46302,drink
46303,list
46304,told
46305,wine
46306,beer
46307,need
46308,look
46309,list
46310,tapa
46311,bread
46312,also
46313,come
46314,want
46315,trip
46316,barcelona
46317,stay
46318,beautiful
46319,verrrry
46320,popular
46321,restaurant
46322,take
46323,reservations
46324,however
46325,put
46326,name
46327,give
46328,idea
46329,seated
46330,amble
46331,drink
46332,elsewhere
46333,desire
46334,first
46335,visit
46336,seated
46337,besides
46338,popular
46339,dishes
46340,available
46341,restaurant
46342,full
46343,steam
46344,kobe
46345,burger
46346,standout
46347,restaurants
46348,barcelona
46349,gambas
46350,peppers
46351,also
46352,disappoint
46353,quality
46354,good
46355,value
46356,restaurant
46357,highly
46358,recommended
46359,understand
46360,quality
46361,tapas
46362,dishes
46363,offered
46364,basic
46365,flavorful
46366,good
46367,also
46368,thought
46369,restaurant
46370,worked
46371,well
46372,efficiently
46373,handle
46374,large
46375,crowd
46376,however
46377,could
46378,nice
46379,dining
46380,experience
46381,barcelona
46382,ruined
46383,awfully
46384,inattentive
46385,non
46386,responsive
46387,wait
46388,staff
46389,attending
46390,table
46391,minimal
46392,response
46393,questioned
46394,certain
46395,dishes
46396,menu
46397,literally
46398,flag
46399,get
46400,additional
46401,dishes
46402,ordered
46403,get
46404,check
46405,end
46406,food
46407,good
46408,great
46409,overall
46410,experience
46411,mediocre
46412,living
46413,hype
46414,good
46415,atmosphere
46416,nice
46417,staff
46418,nice
46419,food
46420,vegeterian
46421,options
46422,looks
46423,like
46424,popular
46425,place
46426,evening
46427,time
46428,restaurant
46429,extremely
46430,busy
46431,crowded
46432,entire
46433,time
46434,thought
46435,would
46436,wait
46437,long
46438,time
46439,get
46440,table
46441,colleague
46442,arrived
46443,minutes
46444,grabbed
46445,spot
46446,bar
46447,right
46448,got
46449,service
46450,good
46451,excellent
46452,food
46453,terrific
46454,absolutely
46455,best
46456,thing
46457,crispy
46458,camenbert
46459,delicious
46460,friend
46461,wanted
46462,sangria
46463,gave
46464,something
46465,called
46466,summer
46467,wine
46468,thought
46469,fabulous
46470,service
46471,food
46472,excelent
46473,however
46474,needed
46475,wait
46476,get
46477,table
46478,worth
46479,highly
46480,recommend
46481,best
46482,chipirones
46483,town
46484,delicious
46485,sea
46486,food
46487,plates
46488,great
46489,humourous
46490,atmosphere
46491,beware
46492,serve
46493,paella
46494,specific
46495,times
46496,would
46497,stick
46498,sea
46499,foos
46500,tapas
46501,food
46502,average
46503,ran
46504,monument
46505,hotel
46506,catch
46507,lunch
46508,heading
46509,bcn
46510,happy
46511,went
46512,cc
46513,put
46514,name
46515,hopped
46516,bar
46517,spots
46518,opened
46519,great
46520,place
46521,view
46522,wide
46523,array
46524,fresh
46525,tapas
46526,also
46527,watch
46528,food
46529,prep
46530,ask
46531,questions
46532,friendly
46533,staff
46534,recommendations
46535,grilled
46536,shrimp
46537,baguette
46538,brie
46539,blue
46540,cheese
46541,puréed
46542,olives
46543,split
46544,brunch
46545,item
46546,shoestring
46547,potatoes
46548,peppers
46549,poached
46550,eggs
46551,lightly
46552,doused
46553,red
46554,sauce
46555,superb
46556,aside
46557,delicious
46558,fresh
46559,tapas
46560,prices
46561,reasonable
46562,ingredients
46563,fresh
46564,come
46565,ca
46566,wait
46567,go
46568,back
46569,try
46570,many
46571,dishes
46572,saw
46573,passing
46574,food
46575,amazing
46576,food
46577,bland
46578,hot
46579,dishes
46580,sometimes
46581,came
46582,luke
46583,warm
46584,top
46585,something
46586,ate
46587,gave
46588,stomach
46589,ache
46590,staff
46591,rude
46592,well
46593,waste
46594,time
46595,place
46596,might
46597,well
46598,put
46599,sign
46600,front
46601,says
46602,suckers
46603,welcome
46604,sure
46605,sucker
46606,going
46607,would
46608,happier
46609,eating
46610,canned
46611,tuna
46612,loved
46613,waiter
46614,awesome
46615,food
46616,spectacular
46617,wonderful
46618,catalan
46619,place
46620,eat
46621,go
46622,eat
46623,seafood
46624,savor
46625,flavors
46626,people
46627,food
46628,travelling
46629,couple
46630,got
46631,seated
46632,oh
46633,boy
46634,tapas
46635,shrimp
46636,fresh
46637,reasonably
46638,priced
46639,everything
46640,arrived
46641,later
46642,tapas
46643,cervesas
46644,great
46645,spot
46646,square
46647,people
46648,watch
46649,would
46650,stop
46651,food
46652,fairly
46653,average
46654,quality
46655,price
46656,service
46657,fast
46658,friendly
46659,really
46660,loved
46661,food
46662,amazingly
46663,good
46664,crema
46665,catalana
46666,wonderful
46667,great
46668,ambiance
46669,friendly
46670,bartenders
46671,wow
46672,fantastic
46673,restaurant
46674,need
46675,go
46676,always
46677,wait
46678,minutes
46679,worth
46680,service
46681,food
46682,outstanding
46683,price
46684,extremely
46685,reasonable
46686,suggestion
46687,give
46688,name
46689,order
46690,drink
46691,bar
46692,stand
46693,bar
46694,probably
46695,lucky
46696,get
46697,seat
46698,sooner
46699,called
46700,excellent
46701,food
46702,excellent
46703,stafftapas
46704,bar
46705,right
46706,middle
46707,city
46708,flew
46709,london
46710,snags
46711,travel
46712,arrangements
46713,resto
46714,food
46715,beer
46716,wine
46717,saved
46718,daytruly
46719,hit
46720,spot
46721,great
46722,tapas
46723,best
46724,barcelona
46725,far
46726,city
46727,center
46728,sure
46729,places
46730,food
46731,great
46732,fast
46733,service
46734,good
46735,pricing
46736,quite
46737,busy
46738,restaurant
46739,wait
46740,approximately
46741,minutes
46742,good
46743,patatas
46744,bravas
46745,shrimp
46746,brochettes
46747,croquettes
46748,etc
46749,service
46750,hostess
46751,server
46752,friendly
46753,everytime
46754,friends
46755,coming
46756,town
46757,go
46758,cerveceria
46759,catalan
46760,still
46761,one
46762,best
46763,options
46764,high
46765,quality
46766,tapas
46767,drinks
46768,reservation
46769,possible
46770,always
46771,full
46772,go
46773,small
46774,groups
46775,enjoy
46776,waiting
46777,time
46778,wine
46779,sangriafresh
46780,high
46781,qualityveggies
46782,meatyou
46783,love
46784,definitely
46785,make
46786,reservation
46787,go
46788,otherwise
46789,wait
46790,long
46791,time
46792,people
46793,coming
46794,eat
46795,delicious
46796,tapas
46797,truley
46798,excellent
46799,tapas
46800,went
46801,reading
46802,reviews
46803,website
46804,defiantly
46805,true
46806,tapas
46807,delicious
46808,recommend
46809,prawn
46810,skewers
46811,potato
46812,bravas
46813,chicken
46814,ham
46815,croquettes
46816,although
46817,everything
46818,fabulous
46819,price
46820,reasonable
46821,especially
46822,compared
46823,tapas
46824,bars
46825,around
46826,area
46827,went
46828,around
46829,told
46830,hour
46831,wait
46832,got
46833,seated
46834,within
46835,minutes
46836,however
46837,expecting
46838,queue
46839,mind
46840,much
46841,sure
46842,quite
46843,times
46844,go
46845,want
46846,queue
46847,however
46848,left
46849,restaurant
46850,around
46851,people
46852,still
46853,told
46854,minute
46855,wait
46856,table
46857,restaurant
46858,missed
46859,due
46860,location
46861,combined
46862,visit
46863,casa
46864,batllo
46865,long
46866,wait
46867,groups
46868,larger
46869,got
46870,lucky
46871,seat
46872,bar
46873,excellent
46874,pinxtos
46875,tapas
46876,definitely
46877,worth
46878,ta
46879,hype
46880,also
46881,recommend
46882,strolling
46883,along
46884,rambla
46885,catalunya
46886,seemingly
46887,get
46888,much
46889,traffic
46890,la
46891,rambla
46892,immediately
46893,parallel
46894,glad
46895,found
46896,place
46897,food
46898,excellent
46899,reasonably
46900,priced
46901,good
46902,wine
46903,white
46904,wine
46905,sangria
46906,revelation
46907,service
46908,great
46909,exception
46910,one
46911,rather
46912,grouchy
46913,waiter
46914,servers
46915,spoke
46916,great
46917,english
46918,warned
46919,place
46920,gets
46921,busy
46922,take
46923,reservations
46924,visit
46925,queue
46926,put
46927,name
46928,wait
46929,list
46930,return
46931,mins
46932,later
46933,well
46934,worth
46935,wait
46936,price
46937,performance
46938,wise
46939,place
46940,best
46941,meal
46942,spain
46943,far
46944,half
46945,litre
46946,sangria
46947,euros
46948,great
46949,food
46950,would
46951,definitely
46952,recommend
46953,nice
46954,selection
46955,tapas
46956,try
46957,avoid
46958,rush
46959,hrs
46960,lunch
46961,dinner
46962,avoid
46963,queues
46964,one
46965,best
46966,barcelona
46967,sure
46968,many
46969,time
46970,friends
46971,also
46972,already
46973,know
46974,get
46975,proper
46976,tapas
46977,place
46978,friendly
46979,fast
46980,service
46981,great
46982,atmosphere
46983,prices
46984,reasonable
46985,problem
46986,ca
46987,prebook
46988,service
46989,really
46990,super
46991,fast
46992,worth
46993,wait
46994,min
46995,little
46996,pricey
46997,food
46998,good
46999,went
47000,brunch
47001,tapas
47002,assortment
47003,stuff
47004,recommend
47005,mushroom
47006,asparagus
47007,also
47008,vinitos
47009,nearby
47010,much
47011,nicer
47012,food
47013,got
47014,gin
47015,tonic
47016,gin
47017,great
47018,food
47019,stayed
47020,long
47021,liked
47022,really
47023,liked
47024,artichokes
47025,ham
47026,well
47027,eat
47028,good
47029,full
47030,spent
47031,almost
47032,us
47033,great
47034,shrimp
47035,squid
47036,grills
47037,salad
47038,potato
47039,things
47040,forgot
47041,take
47042,pictures
47043,give
47044,try
47045,came
47046,could
47047,get
47048,enough
47049,years
47050,later
47051,place
47052,still
47053,serves
47054,delicious
47055,dishes
47056,seafood
47057,tastes
47058,fresh
47059,veggies
47060,cooked
47061,perfection
47062,wait
47063,long
47064,expected
47065,definitely
47066,worth
47067,wait
47068,good
47069,restaurant
47070,many
47071,choice
47072,delicious
47073,foods
47074,price
47075,reasonable
47076,staff
47077,friendly
47078,went
47079,four
47080,times
47081,dinner
47082,nights
47083,stay
47084,barcelona
47085,recommended
47086,hotel
47087,concierge
47088,tracked
47089,last
47090,day
47091,looked
47092,packed
47093,outside
47094,people
47095,seemingly
47096,standing
47097,queue
47098,ventured
47099,inside
47100,able
47101,get
47102,inside
47103,table
47104,instantly
47105,food
47106,great
47107,service
47108,match
47109,priced
47110,reasonably
47111,paella
47112,steak
47113,sandwich
47114,beer
47115,bottled
47116,water
47117,ca
47118,fault
47119,somewhere
47120,pop
47121,lunch
47122,reading
47123,reviews
47124,appears
47125,really
47126,popular
47127,night
47128,reservations
47129,probably
47130,advised
47131,away
47132,busyness
47133,passeig
47134,de
47135,gràcia
47136,well
47137,feel
47138,eating
47139,shop
47140,window
47141,nice
47142,went
47143,waited
47144,til
47145,midnight
47146,seat
47147,bar
47148,crowded
47149,food
47150,ok
47151,forgot
47152,husbands
47153,orders
47154,gave
47155,bc
47156,late
47157,one
47158,best
47159,places
47160,eat
47161,barcelona
47162,everything
47163,ate
47164,delicious
47165,expect
47166,wait
47167,always
47168,go
47169,walk
47170,waiting
47171,table
47172,fried
47173,squid
47174,octopus
47175,assorted
47176,meats
47177,cheese
47178,tenderloin
47179,fois
47180,anchovies
47181,pan
47182,con
47183,tomate
47184,desserts
47185,yummy
47186,said
47187,misusing
47188,knife
47189,table
47190,waiter
47191,forgot
47192,two
47193,drink
47194,orders
47195,wine
47196,dessert
47197,wine
47198,ended
47199,getting
47200,one
47201,drink
47202,highly
47203,recommend
47204,place
47205,chalk
47206,forgetfulness
47207,busy
47208,restaurant
47209,even
47210,bank
47211,holiday
47212,sunday
47213,wait
47214,minutes
47215,table
47216,could
47217,drink
47218,sangria
47219,waited
47220,hardly
47221,noticed
47222,place
47223,busy
47224,well
47225,staffed
47226,food
47227,absolutely
47228,fantastic
47229,especially
47230,octopus
47231,patatas
47232,bravas
47233,unreasonably
47234,priced
47235,either
47236,place
47237,packed
47238,trip
47239,advisor
47240,blown
47241,place
47242,thier
47243,egos
47244,tried
47245,consecutive
47246,days
47247,make
47248,reservations
47249,put
47250,names
47251,consistently
47252,offered
47253,chance
47254,eat
47255,hours
47256,midnight
47257,food
47258,delicious
47259,tapas
47260,really
47261,good
47262,desserts
47263,try
47264,crema
47265,catalana
47266,must
47267,place
47268,well
47269,located
47270,miss
47271,even
47272,pickiest
47273,eaters
47274,eat
47275,something
47276,amazing
47277,reservations
47278,us
47279,came
47280,around
47281,place
47282,packed
47283,seated
47284,mins
47285,sangria
47286,almost
47287,good
47288,could
47289,drink
47290,much
47291,fast
47292,great
47293,excuse
47294,siesta
47295,specials
47296,croissant
47297,cured
47298,meat
47299,cheese
47300,fried
47301,croquettes
47302,grilled
47303,cuttlefish
47304,huevos
47305,looked
47306,like
47307,thin
47308,french
47309,fries
47310,selections
47311,set
47312,us
47313,right
47314,keep
47315,shopping
47316,little
47317,boutiques
47318,surrounding
47319,blocks
47320,offer
47321,place
47322,mallorca
47323,recommended
47324,us
47325,several
47326,friends
47327,went
47328,together
47329,friends
47330,explore
47331,ordered
47332,different
47333,tapas
47334,none
47335,us
47336,disappointed
47337,especially
47338,seafood
47339,selection
47340,big
47341,although
47342,also
47343,popular
47344,busy
47345,place
47346,stayed
47347,almost
47348,hours
47349,waiters
47350,never
47351,put
47352,pressure
47353,us
47354,speed
47355,spite
47356,line
47357,people
47358,waiting
47359,get
47360,table
47361,although
47362,wait
47363,would
47364,wait
47365,eat
47366,food
47367,went
47368,tapas
47369,patatas
47370,bravas
47371,jamon
47372,iberi
47373,solomillo
47374,con
47375,huevos
47376,cabreaos
47377,pescadito
47378,frito
47379,pitcher
47380,sangria
47381,service
47382,excellent
47383,quality
47384,food
47385,incredible
47386,tapas
47387,restaurants
47388,forever
47389,spoiled
47390,eating
47391,best
47392,casual
47393,tapas
47394,place
47395,food
47396,excellent
47397,service
47398,hard
47399,get
47400,table
47401,recommend
47402,sitting
47403,prices
47404,reasonable
47405,recommend
47406,try
47407,one
47408,miss
47409,barcelona
47410,crowded
47411,february
47412,able
47413,quickly
47414,get
47415,seat
47416,bar
47417,front
47418,massive
47419,display
47420,tapas
47421,heard
47422,long
47423,lines
47424,summer
47425,ordered
47426,wine
47427,type
47428,salad
47429,seafood
47430,tapas
47431,octopus
47432,three
47433,large
47434,tentacles
47435,top
47436,three
47437,huge
47438,hunks
47439,potato
47440,good
47441,found
47442,trying
47443,ignore
47444,suction
47445,cups
47446,also
47447,tapas
47448,menu
47449,additional
47450,hot
47451,items
47452,best
47453,food
47454,probably
47455,fun
47456,lunch
47457,absolutely
47458,would
47459,go
47460,back
47461,area
47462,would
47463,probably
47464,ask
47465,menu
47466,something
47467,different
47468,come
47469,barcelona
47470,every
47471,year
47472,make
47473,sure
47474,come
47475,nearly
47476,lunches
47477,simply
47478,delicious
47479,fresh
47480,produce
47481,efficient
47482,fast
47483,staff
47484,importantly
47485,consistent
47486,could
47487,recommend
47488,high
47489,enough
47490,food
47491,dwlicious
47492,busy
47493,place
47494,thwre
47495,min
47496,wait
47497,worthed
47498,greay
47499,experience
47500,recommended
47501,friends
47502,visited
47503,since
47504,time
47505,last
47506,day
47507,went
47508,lunch
47509,tinto
47510,verano
47511,delicious
47512,food
47513,nice
47514,would
47515,say
47516,better
47517,paella
47518,place
47519,buzzing
47520,mind
47521,makes
47522,restaurant
47523,lively
47524,queue
47525,mins
47526,worth
47527,wait
47528,nice
47529,place
47530,go
47531,friends
47532,bread
47533,pudding
47534,missed
47535,barcelona
47536,tapas
47537,paella
47538,must
47539,cerveceria
47540,catalana
47541,located
47542,far
47543,casa
47544,battlo
47545,try
47546,first
47547,lineup
47548,appeared
47549,really
47550,long
47551,almost
47552,turned
47553,away
47554,restaurant
47555,huge
47556,wait
47557,long
47558,food
47559,good
47560,order
47561,dishes
47562,order
47563,still
47564,hungry
47565,enjoy
47566,recommended
47567,two
47568,friends
47569,visited
47570,different
47571,sightseeing
47572,area
47573,stopped
47574,late
47575,lunch
47576,place
47577,extremely
47578,busy
47579,told
47580,wait
47581,would
47582,seated
47583,waitress
47584,lovely
47585,made
47586,great
47587,recommendations
47588,particular
47589,hake
47590,baby
47591,asparagus
47592,paella
47593,vegetable
47594,dishes
47595,food
47596,best
47597,tapas
47598,cava
47599,good
47600,small
47601,bottles
47602,definitely
47603,worth
47604,visit
47605,sort
47606,restaurant
47607,based
47608,upon
47609,days
47610,barcelona
47611,guide
47612,tripadvisor
47613,initially
47614,seemed
47615,well
47616,great
47617,buzz
47618,front
47619,people
47620,queuing
47621,table
47622,etc
47623,tip
47624,join
47625,queue
47626,need
47627,go
47628,add
47629,name
47630,list
47631,wait
47632,called
47633,finally
47634,led
47635,table
47636,realise
47637,nice
47638,soulless
47639,space
47640,tapas
47641,producing
47642,machine
47643,built
47644,fast
47645,turnaround
47646,tables
47647,said
47648,food
47649,lovely
47650,better
47651,authentic
47652,bars
47653,already
47654,tried
47655,place
47656,victim
47657,success
47658,perfect
47659,place
47660,eat
47661,famous
47662,tapas
47663,kind
47664,tapas
47665,available
47666,bar
47667,restaurant
47668,parts
47669,always
47670,crowded
47671,reservation
47672,restaurant
47673,wait
47674,half
47675,hour
47676,bar
47677,open
47678,sit
47679,someone
47680,leaves
47681,place
47682,try
47683,eat
47684,slowly
47685,order
47686,finish
47687,plates
47688,regrets
47689,must
47690,barcelona
47691,prices
47692,reasonable
47693,take
47694,bit
47695,understand
47696,way
47697,navigate
47698,tapas
47699,restaurant
47700,mastered
47701,process
47702,totally
47703,enjoyable
47704,try
47705,one
47706,everything
47707,amaze
47708,fish
47709,seafood
47710,ham
47711,chorizo
47712,types
47713,accompaniments
47714,vegetables
47715,season
47716,artichokes
47717,asparagus
47718,incredible
47719,spanish
47720,wines
47721,cavas
47722,must
47723,wash
47724,heard
47725,place
47726,popular
47727,locals
47728,seemed
47729,true
47730,went
47731,early
47732,dining
47733,spain
47734,wait
47735,enjoyed
47736,trying
47737,several
47738,tapas
47739,everything
47740,tried
47741,good
47742,really
47743,fun
47744,eat
47745,variety
47746,tasty
47747,items
47748,olives
47749,delicious
47750,looking
47751,olives
47752,tasty
47753,back
47754,home
47755,yet
47756,find
47757,good
47758,loooove
47759,menu
47760,place
47761,always
47762,busy
47763,lively
47764,food
47765,muy
47766,bueno
47767,seriously
47768,everything
47769,menu
47770,tastes
47771,amazing
47772,shrimp
47773,skewers
47774,fav
47775,last
47776,trip
47777,barcelona
47778,brought
47779,us
47780,trip
47781,went
47782,twice
47783,yes
47784,busy
47785,however
47786,also
47787,full
47788,locals
47789,tells
47790,good
47791,make
47792,mistake
47793,getting
47794,table
47795,wait
47796,behind
47797,people
47798,sitting
47799,bar
47800,take
47801,seat
47802,soon
47803,pay
47804,seeing
47805,good
47806,front
47807,interacting
47808,bar
47809,staff
47810,part
47811,experience
47812,food
47813,die
47814,desserts
47815,discovered
47816,time
47817,round
47818,adventurous
47819,order
47820,wine
47821,people
47822,watch
47823,listen
47824,languages
47825,around
47826,enjoy
47827,wonderful
47828,food
47829,ca
47830,wait
47831,return
47832,restaurant
47833,perfect
47834,always
47835,bussy
47836,want
47837,tablet
47838,wait
47839,somebody
47840,gave
47841,us
47842,tip
47843,pas
47844,waiting
47845,en
47846,go
47847,bar
47848,first
47849,ca
47850,sit
47851,ca
47852,order
47853,drinks
47854,tapas
47855,lot
47856,choice
47857,min
47858,ca
47859,sit
47860,barevery
47861,body
47862,told
47863,place
47864,loved
47865,wait
47866,almost
47867,hour
47868,crowded
47869,small
47870,foyer
47871,however
47872,wait
47873,allowed
47874,see
47875,tapas
47876,prepared
47877,awful
47878,example
47879,instead
47880,cooking
47881,calamari
47882,garlic
47883,parsley
47884,done
47885,served
47886,onto
47887,plate
47888,sprinkled
47889,mixture
47890,garlic
47891,parsley
47892,place
47893,crowded
47894,service
47895,slow
47896,little
47897,friendly
47898,selection
47899,poor
47900,prices
47901,outrageous
47902,many
47903,better
47904,places
47905,enjoy
47906,tapas
47907,barcelona
47908,really
47909,good
47910,quality
47911,food
47912,amazingly
47913,fast
47914,service
47915,minor
47916,disadvantage
47917,tapas
47918,carne
47919,con
47920,pimientos
47921,de
47922,padron
47923,sth
47924,like
47925,steak
47926,tender
47927,advised
47928,arrive
47929,early
47930,queue
47931,got
47932,told
47933,twenty
47934,minute
47935,wait
47936,table
47937,although
47938,turned
47939,ten
47940,minute
47941,wait
47942,food
47943,good
47944,good
47945,value
47946,tapas
47947,two
47948,bottle
47949,wine
47950,two
47951,drinks
47952,bar
47953,probably
47954,busy
47955,left
47956,queuing
47957,street
47958,called
47959,lunch
47960,booked
47961,wait
47962,bar
47963,minutes
47964,wait
47965,well
47966,worth
47967,put
47968,waiters
47969,hands
47970,brought
47971,us
47972,fabulous
47973,tapas
47974,lunch
47975,starting
47976,catelonian
47977,egg
47978,chips
47979,going
47980,plates
47981,gambas
47982,beef
47983,calamari
47984,etc
47985,followed
47986,three
47987,deliciuos
47988,sweets
47989,portion
47990,sizes
47991,right
47992,bill
47993,food
47994,drinks
47995,coffee
47996,reasonable
47997,euro
47998,four
47999,restaurant
48000,block
48001,hotel
48002,saw
48003,line
48004,people
48005,waiting
48006,get
48007,also
48008,guide
48009,told
48010,us
48011,fabulous
48012,early
48013,dinner
48014,thre
48015,wait
48016,line
48017,glad
48018,food
48019,fine
48020,nothing
48021,outstanding
48022,service
48023,treated
48024,us
48025,like
48026,honored
48027,able
48028,eat
48029,restaurant
48030,often
48031,hear
48032,lots
48033,tourist
48034,fantastic
48035,restaurant
48036,fact
48037,used
48038,great
48039,one
48040,used
48041,work
48042,near
48043,often
48044,ate
48045,cervecería
48046,catalana
48047,last
48048,years
48049,become
48050,touristic
48051,place
48052,customer
48053,service
48054,treat
48055,customers
48056,numbers
48057,food
48058,pieces
48059,puzzle
48060,needs
48061,work
48062,perfect
48063,avoid
48064,think
48065,tasting
48066,catalán
48067,food
48068,touristic
48069,average
48070,price
48071,place
48072,eat
48073,fast
48074,uncomfortable
48075,way
48076,tapas
48077,delicious
48078,try
48079,especially
48080,four
48081,cheese
48082,grilled
48083,green
48084,peppers
48085,white
48086,sangria
48087,sweet
48088,want
48089,sweet
48090,drink
48091,ambience
48092,food
48093,nice
48094,though
48095,stopped
48096,late
48097,lunch
48098,fantastic
48099,meal
48100,croquetas
48101,spanish
48102,omelette
48103,fried
48104,anchovies
48105,andaluz
48106,style
48107,especially
48108,delicious
48109,extensive
48110,menu
48111,printed
48112,languages
48113,attentive
48114,service
48115,definitely
48116,make
48117,winner
48118,wait
48119,times
48120,find
48121,traditional
48122,place
48123,good
48124,good
48125,price
48126,quality
48127,quantity
48128,house
48129,wine
48130,delicious
48131,ther
48132,ten
48133,times
48134,wait
48135,matter
48136,best
48137,tapas
48138,ever
48139,opinion
48140,way
48141,beer
48142,much
48143,possible
48144,try
48145,book
48146,table
48147,ahead
48148,packed
48149,almost
48150,round
48151,clock
48152,everything
48153,delicious
48154,forget
48155,fit
48156,dessert
48157,end
48158,would
48159,highly
48160,recommend
48161,torrija
48162,cremada
48163,de
48164,sta
48165,teresa
48166,creme
48167,brulee
48168,cinnamon
48169,pastry
48170,good
48171,sangria
48172,loved
48173,small
48174,sandwiches
48175,assorted
48176,tapas
48177,assorted
48178,salads
48179,tasty
48180,visited
48181,tapas
48182,friends
48183,lunch
48184,divided
48185,us
48186,adjacent
48187,tables
48188,english
48189,menus
48190,great
48191,atmosphere
48192,totally
48193,recommend
48194,wow
48195,great
48196,food
48197,next
48198,time
48199,definitely
48200,go
48201,probably
48202,wait
48203,couple
48204,hours
48205,get
48206,table
48207,also
48208,fine
48209,eat
48210,bar
48211,full
48212,people
48213,time
48214,worth
48215,go
48216,taste
48217,specialties
48218,go
48219,afternoon
48220,crowds
48221,manageable
48222,hour
48223,waits
48224,pm
48225,night
48226,tried
48227,sunday
48228,monday
48229,night
48230,gave
48231,good
48232,worth
48233,great
48234,tapas
48235,jamon
48236,great
48237,gambas
48238,shrimp
48239,croquetas
48240,good
48241,comes
48242,kitchen
48243,hot
48244,freshly
48245,made
48246,staff
48247,waiters
48248,super
